SMILES	FunctionalGroups
CC(C)C(=O)OCCCC1CCCCC1	Ester, Carbonyl
CC(C)C(=O)OCCOc1ccccc1	Ester, Carbonyl
CC(C)C(=O)SCC=C(C)C	Carbonyl
CC(C)C(C(=O)C)S	Aldehyde, Acetyl, Thiol, Thione, Carbonyl
CC(C)C(C)CCC(C)(C)O	Alcohol
CC(C)C(C)O	Alcohol
CC(C)C(C)S	Thiol, Thione
CC(C)C(C=O)c1ccccc1	Carbonyl
CC(C)C(CCC(C)=O)/C=C/C(C)=C	Aldehyde, Acetyl, Carbonyl
CC(C)C(CCC(C)O)CCC(C)O	Alcohol
CC(C)C(O)=O	Carboxylic Acid, Alcohol, Carbonyl
CC(C)C/1CCC(=C/CCC(=C)\C=C1)/C	NO_MATCH
CC(C)C/C(C)=C/CC/C(C)=C/C=O	Carbonyl
CC(C)C/C=C(/CO)C(C)C	Alcohol
CC(C)C/C=C/C(=O)C	Aldehyde, Acetyl, Carbonyl
CC(C)C/C=C/C(C)=O	Aldehyde, Acetyl, Carbonyl
CC(C)C\C=C(/COC(C)=O)C(C)C	Ester, Aldehyde, Acetyl, Carbonyl
CC(C)C\C=C(C=O)/C(C)C	Carbonyl
CC(C)C\C=C(C=O)/c1ccccc1	Carbonyl
CC(C)C=O	Carbonyl
CC(C)C1(O)CCC(=CC1)C	Alcohol
CC(C)C1=CC(=CC=C1)C(C)CC=O	Carbonyl
CC(C)C1=CC(=NC=C1)C(=O)C	Aldehyde, Acetyl, Carbonyl
CC(C)C1=CC(=O)C(=CC=C1)O	Alcohol
CC(C)C1=CC(=O)C(C)CC1	Carbonyl
CC(C)C1=CC(C(C)=C)C(C)(CC1)C=C	NO_MATCH
CC(C)C1=CC=C(C)CC1	NO_MATCH
CC(C)C1=CC2=C(C=C1)OCC(=O)CO2	Carbonyl
CC(C)C1=CCC(=CC1)C	NO_MATCH
CC(C)C1=CCC(=CC1)CCOC=O	Ester, Carbonyl
CC(C)C1=CCC(C)(O)CC1	Alcohol
CC(C)C1=CCC(CC1)C(=O)O	Carboxylic Acid, Alcohol, Carbonyl
CC(C)C12CC1C(C)C(=O)C2	Carbonyl
CC(C)C12CCC(=C)C1C2	NO_MATCH
CC(C)C12CCC(C)(CC1)O2	NO_MATCH
CC(C)C1C(C)C(C)(C)c2cc(C)c(cc12)C(C)=O	Aldehyde, Acetyl, Carbonyl
CC(C)C1CC[C@]2(C)C3CC=C(C)C2C13	NO_MATCH
CC(C)C1CC2=C(C)CC1C(C2)C(C)=O	Aldehyde, Acetyl, Carbonyl
CC(C)C1CC2=C(C)CC1C(C2)C=O	Carbonyl
CC(C)C1CC2C(CC1C=C2C)C=O	Carbonyl
CC(C)C1CC2C(CC1C=C2C)C3OCCO3	NO_MATCH
CC(C)C1CC2C(CC1C=C2C)C3OCCO3	NO_MATCH
CC(C)C1CC2CC(C#N)C1C=C2C	Nitrile
CC(C)c1ccc(\C=C\C=O)cc1	Carbonyl
CC(C)C1CCC(=C(O)C1=O)C	Alcohol, Carbonyl
CC(C)C1CCC(=C2CCC(=CC12)C)C	NO_MATCH
CC(C)C1CCC(=O)C=C1	Carbonyl
CC(C)C1CCC(C)C(=O)C1	Carbonyl
CC(C)C1CCC(C)C(=O)C1	Carbonyl
CC(C)c1ccc(C)c(O)c1	Alcohol
CC(C)C1CCC(C)CC(=O)O1	Ester, Carbonyl
CC(C)c1ccc(C)cc1	NO_MATCH
CC(C)C1CCC(C)CC1=O	Carbonyl
CC(C)C1CCC(C)CC1=O	Carbonyl
CC(C)c1ccc(C)cc1O	Alcohol
CC(C)C1CCC(C)CC1O	Alcohol
CC(C)C1CCC(C)CC1O	Alcohol
CC(C)C1CCC(C)CC1OC(=O)C(C)C	Ester, Carbonyl
CC(C)C1CCC(C)CC1OC(=O)c2ccccc2N	Ester, Carbonyl, Amine
CC(C)C1CCC(C)CC1OC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CC(C)c1ccc(C=O)cc1	Carbonyl
CC(C)c1ccc(CC=O)cc1	Carbonyl
CC(C)c1ccc(cc1)C#N	Nitrile
CC(C)c1ccc(cc1)C(C)=O	Aldehyde, Acetyl, Carbonyl
CC(C)c1ccc(cc1)C(C)C=O	Carbonyl
CC(C)c1ccc(cc1)C(C)CC=O	Carbonyl
CC(C)C1CCC(CC1)C(C)O	Alcohol
CC(C)C1CCC(CC1)CO	Alcohol
CC(C)c1ccc(CCC=O)cc1	Carbonyl
CC(C)c1ccc(CO)cc1	Alcohol
CC(C)C1CCC(CO)CC1	Alcohol
CC(C)c1ccc(COC(C)=O)cc1	Ester, Aldehyde, Acetyl, Carbonyl
CC(C)c1ccc(O)cc1	Alcohol
CC(C)C1CCC(S1)(C)CCOC(=O)C	Ester, Aldehyde, Acetyl, Carbonyl
CC(C)C1CCC2(C)C3CCC(=C)C3C12	NO_MATCH
CC(C)C1CCC2CC(=O)CCC2C1	Carbonyl
CC(C)c1ccc2ncccc2c1	NO_MATCH
CC(C)c1cccc(CC=O)c1	Carbonyl
CC(C)c1ccccc1O	Alcohol
CC(C)c1ccccn1	NO_MATCH
CC(C)c1ccnc2ccccc12	NO_MATCH
CC(C)c1cnc(C)cn1	NO_MATCH
CC(C)c1cnccn1	NO_MATCH
CC(C)C1OC(C)(C)OCC1(C)C	NO_MATCH
CC(C)C1OCC(C)(C)C(O1)C(C)C	NO_MATCH
CC(C)C1OCOCC1(C)C	NO_MATCH
CC(C)C1SC(SS1)C(C)C	NO_MATCH
CC(C)C1SCC(=N1)C	Imino
CC(C)c1scc(C)n1	NO_MATCH
CC(C)CC(=O)\C=C/C(C)C	Carbonyl
CC(C)CC(=O)C(C)=O	Aldehyde, Acetyl, Carbonyl
CC(C)CC(=O)CC(C)C	Carbonyl
CC(C)CC(=O)Cc1ccccc1	Carbonyl
CC(C)CC(=O)OC(C)(C)C1CCC(=CC1)C	Ester, Carbonyl
CC(C)CC(=O)OC(C)C	Ester, Carbonyl
CC(C)CC(=O)OC(C=C)C(C)CC=C(C)C	Ester, Carbonyl
CC(C)CC(=O)OC\C=C(C)\CCC=C(C)C	Ester, Carbonyl
CC(C)CC(=O)OC\C=C\c1ccccc1	Ester, Carbonyl
CC(C)CC(=O)OC1CC2CCC1(C)C2(C)C	Ester, Carbonyl
CC(C)CC(=O)OC1CC2CCC1(C2(C)C)C	Ester, Carbonyl
CC(C)CC(=O)Oc1ccc(C)cc1	Carbonyl
CC(C)CC(=O)OC1CCCCC1	Ester, Carbonyl
CC(C)CC(=O)OCC\C(C)=C\CC=C(C)C	Ester, Carbonyl
CC(C)CC(=O)OCC=C	Ester, Carbonyl
CC(C)CC(=O)OCC=CC1=CC=CC=C1	Ester, Carbonyl
CC(C)CC(=O)OCc1ccccc1	Ester, Carbonyl
CC(C)CC(=O)OCc1occc1	Ester, Carbonyl
CC(C)CC(=O)OCCC(C)CCC=C(C)C	Ester, Carbonyl
CC(C)CC(=O)OCCC(C)CCCC(C)=C	Ester, Carbonyl
CC(C)CC(=O)OCCc1ccccc1	Ester, Carbonyl
CC(C)CC(=O)SC(C)C	Carbonyl
CC(C)CC(=O)Sc1cc(C)oc1C	Carbonyl
CC(C)CC(=O)SCC=C(C)C	Carbonyl
CC(C)CC(C(=O)C)O	Aldehyde, Acetyl, Alcohol, Carbonyl
CC(C)CC(C)=O	Aldehyde, Acetyl, Carbonyl
CC(C)CC(C)CCCC(C)O	Alcohol
CC(C)CC(C)O	Alcohol
CC(C)CC(C)OC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CC(C)CC(CC(C)C)OC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CC(C)CC(O)=O	Carboxylic Acid, Alcohol, Carbonyl
CC(C)CC(O)CC(C)C	Alcohol
CC(C)CC(O)Cc1ccccc1	Alcohol
CC(C)CC/C=C/C(C)=O	Aldehyde, Acetyl, Carbonyl
CC(C)CC=O	Carbonyl
CC(C)CC1CC(C)(O)CCO1	Alcohol
CC(C)CC1CC(C)CCO1	NO_MATCH
CC(C)Cc1ccc(CC(C)C=O)cc1	Carbonyl
CC(C)Cc1ccc2ccccc2n1	NO_MATCH
CC(C)Cc1ccc2ncccc2c1	NO_MATCH
CC(C)CC1CCCC(C1)(C)O	Alcohol
CC(C)Cc1ccccn1	NO_MATCH
CC(C)Cc1ccnc2ccccc12	NO_MATCH
CC(C)Cc1ccncc1	NO_MATCH
CC(C)Cc1cnccn1	NO_MATCH
CC(C)CC1NC(SC(S1)CC(C)C)CC(C)C	Amine
CC(C)Cc1nccnc1C	NO_MATCH
CC(C)CC1OC(CC(C)C)OC(CC(C)C)O1	NO_MATCH
CC(C)CC1OCC(C)O1	NO_MATCH
CC(C)CC1SC(C)C(=N1)C	Imino
CC(C)Cc1sc(C)c(C)n1	NO_MATCH
CC(C)CC1SC(SS1)CC(C)C	NO_MATCH
CC(C)Cc1sccn1	NO_MATCH
CC(C)CCC(=O)SC	Thioether, Carbonyl
CC(C)CCC(C)C(C)O	Alcohol
CC(C)CCC(O)=O	Carboxylic Acid, Alcohol, Carbonyl
CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC/C(C)=C/CO	Alcohol
CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC/C(C)=C/CO	Alcohol
CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC\C(C)=C\COC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CC(C)CCC1(C)OCC=CCO1	NO_MATCH
CC(C)CCCC(C)(C)O	Alcohol
CC(C)CCCC(C)(O)C=C	Alcohol
CC(C)CCCC(C)C(O)=C	Alcohol
CC(C)CCCC(C)CC#N	Nitrile
CC(C)CCCC(C)CC=O	Carbonyl
CC(C)CCCC(C)CCCC(C)=O	Aldehyde, Acetyl, Carbonyl
CC(C)CCCC(C)CCCC(C)CCCC(C)(O)C=C	Alcohol
CC(C)CCCC(C)CCCC(C)CCCC(C)=O	Aldehyde, Acetyl, Carbonyl
CC(C)CCCC(C)CCO	Alcohol
CC(C)CCCC(C)CCO	Alcohol
CC(C)CCCC(C)CCOC(=O)Cc1ccccc1	Ester, Carbonyl
CC(C)CCCC(C)CCOC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CC(C)CCCC(C)O	Alcohol
CC(C)CCCC(O)=O	Carboxylic Acid, Alcohol, Carbonyl
CC(C)CCCC1=CCC(C)(CC1)C=O	Carbonyl
CC(C)CCCCC=O	Carbonyl
CC(C)CCCCCCC=O	Carbonyl
CC(C)CCCCCCC=O	Carbonyl
CC(C)CCCCCCC=O	Carbonyl
CC(C)CCCCCCCCCCC=O	Carbonyl
CC(C)CCCCCCCCCCOC(/C=C(\C)/CCC=C(C)C)OCCCCCCCCCCC(C)C	NO_MATCH
CC(C)CCCCCCCCCCOC(CC(C)CCC=C(C)C)OCCCCCCCCCCC(C)C	NO_MATCH
CC(C)CCCCCCCCCCOC(CC(C)CCCC(C)(C)O)OCCCCCCCCCCC(C)C	Alcohol
CC(C)CCCCCCCOC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CC(C)CCCCCCOC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CC(C)CCCCCO	Alcohol
CC(C)CCCCCOC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CC(C)CCCOC(=O)CCC(C)C	Ester, Carbonyl
CC(C)CCN	Amine
CC(C)CCN=CCC(C)C	Imino
CC(C)CCN1C=CC=C1	NO_MATCH
CC(C)CCN1C=CC=C1C=O	Carbonyl
CC(C)CCO	Alcohol
CC(C)CCOC(=O)/C=C(C)/CCC=C(C)C	Ester, Carbonyl
CC(C)CCOC(=O)/C=C/c1ccccc1	Ester, Carbonyl
CC(C)CCOC(=O)C(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CC(C)CCOC(=O)C(C)O	Ester, Alcohol, Carbonyl
CC(C)CCOC(=O)C1=CC=CS1	Ester, Carbonyl
CC(C)CCOC(=O)c1ccccc1	Ester, Carbonyl
CC(C)CCOC(=O)c1ccccc1O	Ester, Alcohol, Carbonyl
CC(C)CCOC(=O)c1occc1	Ester, Carbonyl
CC(C)CCOC(=O)CC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CC(C)CCOC(=O)CC(C)C	Ester, Carbonyl
CC(C)CCOC(=O)CC(S)C(=O)OCCC(C)C	Ester, Thiol, Thione, Carbonyl
CC(C)CCOC(=O)Cc1ccccc1	Ester, Carbonyl
CC(C)CCOC(=O)CCC(=O)C	Ester, Aldehyde, Acetyl, Carbonyl
CC(C)CCOC(=O)CCC1=CC=CO1	Ester, Carbonyl
CC(C)CCOC(=O)CCCC1=CC=CO1	Ester, Carbonyl
CC(C)CCOC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CC(C)CCOC(C)OCCC(C)C	NO_MATCH
CC(C)CCOC(Cc1ccccc1)OCCC(C)C	NO_MATCH
CC(C)CCOC=O	Ester, Carbonyl
CC(C)CCOCC(=O)OCC=C	Ester, Carbonyl
CC(C)CCOCc1ccccc1	NO_MATCH
CC(C)CCOCCc1ccccc1	NO_MATCH
CC(C)CCS	Thiol, Thione
CC(C)CCSSC	Thioether
CC(C)CN	Amine
CC(C)CO	Alcohol
CC(C)COC(=O)\C=C\c1ccccc1	Ester, Carbonyl
CC(C)COC(=O)C(C)C	Ester, Carbonyl
CC(C)COC(=O)C(C)O	Ester, Alcohol, Carbonyl
CC(C)COC(=O)C1=CC=CO1	Ester, Carbonyl
CC(C)COC(=O)c1ccccc1	Ester, Carbonyl
CC(C)COC(=O)c1ccccc1N	Ester, Carbonyl, Amine
CC(C)COC(=O)c1ccccc1O	Ester, Alcohol, Carbonyl
CC(C)COC(=O)CC(=O)C	Ester, Aldehyde, Acetyl, Carbonyl
CC(C)COC(=O)CC(C)C	Ester, Carbonyl
CC(C)COC(=O)CC(C)SC	Ester, Thioether, Carbonyl
CC(C)COC(=O)Cc1ccccc1	Ester, Carbonyl
CC(C)COC(=O)CCc1occc1	Ester, Carbonyl
CC(C)COC(=O)CCCCCCCCC=C	Ester, Carbonyl
CC(C)COC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CC(C)COC(Cc1ccccc1)OCC(C)C	NO_MATCH
CC(C)COC=O	Ester, Carbonyl
CC(C)COC1=CC(=C(C=C1)C(=O)CCC2=CC=CC=N2)O	Alcohol, Carbonyl
CC(C)COc1ccc2ccccc2c1	NO_MATCH
CC(C)CS	Thiol, Thione
CC(C)N	Amine
CC(C)N=C=S	Isothiocyanate, Thiol, Thione, Imino
CC(C)O	Alcohol
CC(C)OC(=O)C(C)C	Ester, Carbonyl
CC(C)OC(=O)C=C(C)C	Ester, Carbonyl
CC(C)OC(=O)c1ccccc1	Ester, Carbonyl
CC(C)OC(=O)c1ccccc1N	Ester, Carbonyl, Amine
CC(C)OC(=O)c1ccccc1O	Ester, Alcohol, Carbonyl
CC(C)OC(=O)c1occc1	Ester, Carbonyl
CC(C)OC(=O)CC1=CCCCC1	Ester, Carbonyl
CC(C)OC(=O)Cc1ccccc1	Ester, Carbonyl
CC(C)OC(=O)CCCCC(=O)OC(C)C	Ester, Carbonyl
CC(C)OC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CC(C)OC=O	Ester, Carbonyl
CC(C)OC1=C(C=CC(=C1)C=O)O	Alcohol, Carbonyl
CC(C)OCCc1ccccc1	NO_MATCH
CC(C)OCCOC(=O)C1=CC=CC=C1O	Ester, Alcohol, Carbonyl
CC(C)S	Thiol, Thione
CC(C)SC(=O)C=C(C)C	Carbonyl
CC(C)SC(C)C	NO_MATCH
CC(C)SCc1occc1	NO_MATCH
CC(C)SSC(C)C	NO_MATCH
CC(C)SSSC(C)C	NO_MATCH
CC(C/C=C(C)/CCCC(C)=C)C=O	Carbonyl
CC(C=C(C)CCC=C(C)C)OC(=O)C	Ester, Aldehyde, Acetyl, Carbonyl
CC(C=O)C1CCC(C)(O1)C=C	Carbonyl
CC(C=O)c1ccc(C)cc1	Carbonyl
CC(C=O)c1ccccc1	Carbonyl
CC(C=O)C1CCCCC1	Carbonyl
CC(C=O)c1ccccc1	Carbonyl
CC(C1=CC=CO1)S	Thiol, Thione
CC(C1CCCC(C1)(C)C)OC(C)(C)COC(=O)C2CC2	Ester, Cyclopropyl, Carbonyl
CC(C1OCCO1)c2ccccc2	NO_MATCH
CC(CC(=O)C)S	Aldehyde, Acetyl, Thiol, Thione, Carbonyl
CC(CC(=O)C)SCC1=CC=CO1	Aldehyde, Acetyl, Carbonyl
CC(CC(=O)OC)S	Ester, Thiol, Thione, Methoxy, Carbonyl
CC(CC(=O)OCC=C)CC(C)(C)C	Ester, Tert-butyl, Carbonyl
CC(CC(C)(C)C#N)C1=CC=CC=C1	Nitrile
CC(CC(C)(C)C)C(=C)C=O	Tert-butyl, Carbonyl
CC(CC(C)(C)C)C(C)C=O	Tert-butyl, Carbonyl
CC(CC(C)(C)c1ccccc1)OC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CC(CC(C)(C)S)O	Thiol, Thione, Alcohol
CC(CC(C)C1=CC=CC=C1)CO	Alcohol
CC(CC\C=C(C)\CCC=C(C)C)C=O	Carbonyl
CC(CC=O)C1=CC(=CC=C1)C(=C)C	Carbonyl
CC(CC=O)C1CCC(=CC1)C	Carbonyl
CC(CC=O)c1ccccc1	Carbonyl
CC(CC=O)CC(C)(C)C	Tert-butyl, Carbonyl
CC(CC1=CC=C(C=C1)OC)C=NC2=CC=CC=C2C(=O)OC	Ester, Methoxy, Carbonyl, Imino
CC(CC1=CC=CC=C1)(C=C)C#N	Nitrile
CC(CC1=CC=CC=C1)COC	Methoxy
CC(CC1=CC2=C(C=C1)OCO2)C=NC3=CC=CC=C3C(=O)OC	Ester, Methoxy, Carbonyl, Imino
CC(Cc1ccc(C)cc1)C=O	Carbonyl
CC(Cc1ccc(cc1)C(C)(C)C)C=O	Tert-butyl, Carbonyl
CC(Cc1ccc2OCOc2c1)C=O	Carbonyl
CC(CCC=C(C)C)C(=C)C=O	Carbonyl
CC(CCC=C(C)C)C\C=N/O	Alcohol, Imino
CC(CCC=C(C)C)C=C	NO_MATCH
CC(CCC=C(C)C)C=O	Carbonyl
CC(CCC=C(C)C)C1(O)CCC(=CC1)C	Alcohol
CC(CCC=C(C)C)C1CCC(=C)C=C1	NO_MATCH
CC(CCC=C(C)C)C1CCC(C=C1)(C)O	Alcohol
CC(CCC=C(C)C)CC#N	Nitrile
CC(CCC=C(C)C)CC(C)(C)O	Alcohol
CC(CCC=C(C)C)CC(O)=O	Carboxylic Acid, Alcohol, Carbonyl
CC(CCC=C(C)CCC=C(C)C)CCO	Alcohol
CC(CCC=C(C)CCC=C(C)C)OC(=O)C	Ester, Aldehyde, Acetyl, Carbonyl
CC(CCC=C(C)CCC=O)C=C	Carbonyl
CC(CCC=O)C1C(=CCCC1(C)C)C	Carbonyl
CC(CCC1C(C)CCCC1(C)C)OC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CC(CCc1ccccc1)C=O	Carbonyl
CC(CCc1ccccc1)CC#N	Nitrile
CC(CCc1ccccc1)CC=O	Carbonyl
CC(CCc1ccccc1)OC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CC(CCCC(C)(C)O)C=C	Alcohol
CC(CCCC(C)(C)O)CC#N	Nitrile, Alcohol
CC(CCCC(C)(C)O)CC=O	Alcohol, Carbonyl
CC(CCCC(C)(C)O)CC=O.[nH]1ccc2ccccc12	Alcohol, Carbonyl
CC(CCCC(C)(C)O)CC=O.Cc1c[nH]c2ccccc12	Alcohol, Carbonyl
CC(CCCC(C)(C)OC(C)=O)C=C	Ester, Aldehyde, Acetyl, Carbonyl
CC(CCCC(C)=C)CCOC(=O)Cc1ccccc1	Ester, Carbonyl
CC(CCCC(C)=C)CCOC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CC(CCCC(C)=C)CCOC=O	Ester, Carbonyl
CC(CCCC(C)=O)CCC=C(C)C	Aldehyde, Acetyl, Carbonyl
CC(CCCC(C)=O)CCC=C(C)C	Aldehyde, Acetyl, Carbonyl
CC(CCCC(C)C=O)CCC=C(C)C	Carbonyl
CC(CCO)C1CCC(=CC1)C	Alcohol
CC(CCO)CC(C)(C)C	Tert-butyl, Alcohol
CC(CCO)CCC=C(C)C	Alcohol
CC(CCO)CCc1ccccc1	Alcohol
CC(CCO)CCCC(C)(C)O	Alcohol
CC(CCOC(=O)/C=C/c1ccccc1)CCC=C(C)C	Ester, Carbonyl
CC(CCOC(=O)C(C)C)CCC=C(C)C	Ester, Carbonyl
CC(CCOC(=O)C=C(C)C)CCC=C(C)C	Ester, Carbonyl
CC(CCOC(=O)c1ccccc1)CCC=C(C)C	Ester, Carbonyl
CC(CCOC(=O)c1ccccc1N)CCC=C(C)C	Ester, Carbonyl, Amine
CC(CCOC(=O)Cc1ccccc1)CCC=C(C)C	Ester, Carbonyl
CC(CCOC(C)=O)CC(C)(C)C	Ester, Aldehyde, Acetyl, Tert-butyl, Carbonyl
CC(CCOC(C)=O)CCC=C(C)C	Ester, Aldehyde, Acetyl, Carbonyl
CC(CCOC(C)=O)CCC=C(C)C	Ester, Aldehyde, Acetyl, Carbonyl
CC(CCOC(C)=O)CCC=C(C)C	Ester, Aldehyde, Acetyl, Carbonyl
CC(CCOC=O)CC(C)(C)C	Ester, Tert-butyl, Carbonyl
CC(CCOC=O)CCC=C(C)C	Ester, Carbonyl
CC(CCOCC=O)CCC=C(C)C	Carbonyl
CC(CO)C(C)S	Thiol, Thione, Alcohol
CC(CO)C1CCC(=CC1)C	Alcohol
CC(CO)c1ccccc1	Alcohol
CC(CO)C1CCCCC1	Alcohol
CC(CO)C1CCCCCCCCCCC1	Alcohol
CC(CO)CC/C=C(C)/CCC=C(C)C	Alcohol
CC(CO)CCCC(C)=C	Alcohol
CC(CO)COC1CC2CCC1(C2(C)C)C	Alcohol
CC(COC(=O)c1ccccc1)OC(=O)c2ccccc2	Ester, Carbonyl
CC(COC(C)=O)c1ccccc1	Ester, Aldehyde, Acetyl, Carbonyl
CC(COC(C)=O)OC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CC(CS)C(C)O	Thiol, Thione, Alcohol
CC(N)C(O)=O	Carboxylic Acid, Alcohol, Carbonyl, Amine
CC(N)C(O)=O	Carboxylic Acid, Alcohol, Carbonyl, Amine
CC(O)/C=C(C)/CCC=C(C)C	Alcohol
CC(O)/C=C/C1=C(C)CCCC1(C)C	Alcohol
CC(O)/C=C/C1C(=CCCC1(C)C)C	Alcohol
CC(O)/C=C/c1ccccc1	Alcohol
CC(O)/C=C/c1ccccc1	Alcohol
CC(O)=O	Carboxylic Acid, Aldehyde, Acetyl, Alcohol, Carbonyl
CC(O)C(/C)=C/C1=C(C)CCCC1(C)C	Alcohol
CC(O)C(/C)=C/CC1CC=C(C)C1(C)C	Alcohol
CC(O)C(=O)NCCO	Alcohol, Carbonyl, Amine
CC(O)C(=O)OCc1ccccc1	Ester, Alcohol, Carbonyl
CC(O)C(C)\C=C/C1CC=C(C)C1(C)C	Alcohol
CC(O)C(C)=O	Aldehyde, Acetyl, Alcohol, Carbonyl
CC(O)C(C)CC1C(C)CCCC1(C)C	Alcohol
CC(O)C(C)Cc1ccccc1	Alcohol
CC(O)C(C)CCC1CC=C(C)C1(C)C	Alcohol
CC(O)C(C)S	Thiol, Thione, Alcohol
CC(O)C(C)SC(C)C(C)S	Thiol, Thione, Alcohol
CC(O)C(N)C(O)=O	Carboxylic Acid, Alcohol, Carbonyl, Amine
CC(O)C(O)C(O)C(O)C=O	Alcohol, Carbonyl
CC(O)C1C2CCC(C2)C1(C)C	Alcohol
CC(O)c1ccc(C)cc1	Alcohol
CC(O)C1CCCC(C)(C)C1	Alcohol
CC(O)c1ccccc1	Alcohol
CC(O)c1ccccc1	Alcohol
CC(O)CC(C)(C)c1ccccc1	Alcohol
CC(O)CC(C)CCC=C(C)C	Alcohol
CC(O)Cc1ccccc1	Alcohol
CC(O)CCC=C(C)C	Alcohol
CC(O)CCC1=C(C)CCCC1(C)C	Alcohol
CC(O)CCC1C(C)CCCC1(C)C	Alcohol
CC(O)CCc1ccccc1	Alcohol
CC(O)CN	Alcohol, Amine
CC(O)CO	Alcohol
CC(OC(C)=O)/C=C/C1=C(C)CCCC1(C)C	Ester, Aldehyde, Acetyl, Carbonyl
CC(OC(C)=O)/C=C/C1C(=CCCC1(C)C)C	Ester, Aldehyde, Acetyl, Carbonyl
CC(OC(C)=O)C(/C)=C/C1C(=CCCC1(C)C)C	Ester, Aldehyde, Acetyl, Carbonyl
CC(OC(C)=O)C1CC=C(C)C1(C)C	Ester, Aldehyde, Acetyl, Carbonyl
CC(OC(C)=O)C1CCCC(C)(C)C1	Ester, Aldehyde, Acetyl, Carbonyl
CC(OC(C)=O)c1ccccc1	Ester, Aldehyde, Acetyl, Carbonyl
CC(OC(C)=O)c1ccccc1	Ester, Aldehyde, Acetyl, Carbonyl
CC(OC=O)C1CCCC(C)(C)C1	Ester, Carbonyl
CC(OC=O)c1ccccc1	Ester, Carbonyl
CC(OCCOC)OCC1=CC=CC=C1	Methoxy
CC(S)=O	Aldehyde, Acetyl, Thiol, Thione, Carbonyl
CC(S)C(C)=O	Aldehyde, Acetyl, Thiol, Thione, Carbonyl
CC(S)C(C)S	Thiol, Thione
CC(S)c1ccccc1	Thiol, Thione
CC(S)CCS	Thiol, Thione
CC(S)S	Thiol, Thione
CC/C(C)=C/CC/C(C)=C/C#N	Nitrile
CC/C(C)=C/CCC(C)(O)C=C	Alcohol
CC/C(C)=C/CCC(C)(OC(C)=O)C=C	Ester, Aldehyde, Acetyl, Carbonyl
CC/C=C(\C)/C1OCC(O1)C	NO_MATCH
CC/C=C(C)/COC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CC/C=C/1OC(=O)c2ccccc12	Ester, Carbonyl
CC/C=C/C/C=C/C/C=C/CCCCCCCC(=O)OC	Ester, Methoxy, Carbonyl
CC/C=C/C=C/C(C)=O	Aldehyde, Acetyl, Carbonyl
CC/C=C/C=C/C=O	Carbonyl
CC/C=C/C=C/CO	Alcohol
CC/C=C/C=O	Carbonyl
CC/C=C/C=O	Carbonyl
CC/C=C/CC(=O)OC	Ester, Methoxy, Carbonyl
CC/C=C/CC(=O)OC	Ester, Methoxy, Carbonyl
CC/C=C/CC(C=C)O	Alcohol
CC/C=C/CC(O)=O	Carboxylic Acid, Alcohol, Carbonyl
CC/C=C/CC\C=C\C=O	Carbonyl
CC/C=C/CC\C=C\C=O	Carbonyl
CC/C=C/CC\C=C\CO	Alcohol
CC/C=C/CC\C=C\CO	Alcohol
CC/C=C/CC=O	Carbonyl
CC/C=C/CC=O	Carbonyl
CC/C=C/CC1=C(C)C(=O)CC1	Carbonyl
CC/C=C/CC1=C(C)CCC1=O	Carbonyl
CC/C=C/CC1C(CCC1=O)CC(=O)OC	Ester, Methoxy, Carbonyl
CC/C=C/CC1CCCC(=O)O1	Ester, Carbonyl
CC/C=C/CC1CCCC(=O)O1	Ester, Carbonyl
CC/C=C/CC1CCCC1=O	Carbonyl
CC/C=C/CCC=O	Carbonyl
CC/C=C/CCC1CCCC(=O)O1	Ester, Carbonyl
CC/C=C/CCO	Alcohol
CC/C=C/CCO	Alcohol
CC/C=C/CCOC(=O)/C=C/c1ccccc1	Ester, Carbonyl
CC/C=C/CCOC(=O)\C=C\C	Ester, Carbonyl
CC/C=C/CCOC(=O)\C=C\C	Ester, Carbonyl
CC/C=C/CCOC(=O)C(/C)=C\C	Ester, Carbonyl
CC/C=C/CCOC(=O)c1ccccc1O	Ester, Alcohol, Carbonyl
CC/C=C/CCOC(=O)OC	Ester, Methoxy, Carbonyl
