cas_number,new_descriptors_added
13925-05-8,"['fruit_sec', 'empyreumatique', 'oleagineux', 'fruite', 'vegetal', 'frais', 'vegetal_vert', 'gras']"
13925-06-9,"['vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
13925-07-0,"['sucre_cuit', 'fruit_sec', 'amande_amere', 'empyreumatique', 'oleagineux', 'fruite', 'malte', 'legume', 'vegetal', 'fermentaire', 'gras', 'cereale', 'cuit']"
13925-08-1,['empyreumatique']
13925-09-2,"['fruit_sec', 'oleagineux', 'fruite', 'gras']"
13991-37-2,"['lactique', 'gras', 'chimique', 'fromage', 'fermentaire']"
14009-71-3,"['frais', 'vegetal_vert', 'vegetal', 'fruite']"
14049-11-7,"['doux', 'mielle']"
14073-97-3,"['chimique', 'phenole', 'vegetal', 'aldehyde', 'vegetal_vert', 'plante_aromatique', 'epice', 'medicinal', 'aldehyde_frais', 'anise', 'gras']"
14109-72-9,"['soufre', 'alliace', 'legume', 'vegetal', 'peponide', 'fruite', 'crucifere']"
14129-48-7,"['fruit_exotique', 'vegetal_sec', 'boise', 'doux', 'fruit_sec', 'vegetal', 'balsamique', 'oleagineux', 'frais', 'lactone', 'gras', 'coumarine']"
14143-85-2,"['terreux', 'boise', 'moisi', 'vegetal', 'frais', 'vegetal_vert', 'fermentaire']"
14173-25-2,"['soufre', 'terreux', 'empyreumatique', 'legume', 'vegetal', 'racine', 'crucifere']"
14252-42-7,"['soufre', 'chimique', 'empyreumatique', 'legume', 'vegetal']"
14289-65-7,"['terreux', 'doux', 'boise', 'moisi', 'vegetal', 'frais', 'vegetal_vert', 'mielle', 'fermentaire']"
14309-57-0,"['lactique', 'vegetal_sec', 'terreux', 'doux', 'legume', 'balsamique', 'frais', 'racine', 'vegetal_vert', 'lactone', 'aldehyde_frais', 'fromage', 'bois', 'moisi', 'vegetal', 'aldehyde', 'coumarine']"
14352-61-5,"['doux', 'mielle']"
14360-50-0,"['fruit_a_noyau', 'legume', 'vegetal', 'frais', 'vegetal_vert', 'lactone', 'legume_vert']"
14371-10-9,"['sucre_cuit', 'chimique', 'empyreumatique', 'medicinal', 'boise', 'phenole', 'cuit']"
14374-92-6,"['legume', 'vegetal', 'frais', 'racine', 'vegetal_vert']"
14400-67-0,"['lactique', 'sucre_cuit', 'empyreumatique', 'malte', 'gras', 'cereale', 'cuit']"
14436-32-9,"['lactique', 'vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'fermentaire']"
14481-52-8,"['doux', 'fleur_du_jardin', 'fleur_d_arbre', 'floral', 'mielle']"
14481-55-1,['fruit_a_pepins']
14486-03-4,"['lactique', 'cuit', 'empyreumatique', 'fermentaire']"
14507-02-9,"['fruit_a_pepins', 'animal', 'empyreumatique', 'peponide', 'graisse_animale', 'poulailler', 'cuit']"
14542-13-3,"['doux', 'sucre_cuit', 'empyreumatique', 'malte', 'cuit']"
14543-49-8,"['frais', 'floral', 'vegetal_vert', 'fleur_du_jardin', 'vegetal']"
14548-46-0,['fermentaire']
14576-08-0,"['citronne', 'fleur_d_arbre', 'vegetal', 'fruite', 'frais', 'floral', 'vegetal_vert', 'plante_aromatique', 'mielle']"
14595-54-1,"['musque', 'floral']"
14617-92-6,"['fleur_du_jardin', 'floral']"
14620-52-1,"['fleur_du_jardin', 'vegetal', 'aldehyde', 'fleur_d_arbuste', 'floral', 'vegetal_vert', 'plante_aromatique', 'epice', 'aldehyde_frais', 'gras']"
14667-55-1,"['lactique', 'doux', 'fruit_sec', 'fruite', 'lacte', 'floral', 'soufre', 'cuit', 'empyreumatique', 'oleagineux', 'vegetal', 'malte', 'fruit_a_coque_torrefie', 'legumes_cuits', 'gras', 'fermentaire']"
14735-72-9,"['fleur_d_arbuste', 'floral', 'fleur_d_arbre']"
14765-30-1,"['chimique', 'vegetal', 'vegetal_vert', 'plante_aromatique', 'medicinal', 'phenole']"
14898-79-4,"['floral', 'fermentaire', 'chimique', 'boissons_alcoolisees', 'gras', 'boisson_fermentee']"
14901-07-6,"['vegetal', 'frais', 'vegetal_vert', 'mielle']"
15022-18-1,"['soufre', 'legume', 'vegetal', 'frais', 'crucifere', 'vegetal_vert']"
15111-56-5,['fleur_d_arbre']
15111-96-3,"['fleur_du_jardin', 'vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
15111-97-4,"['vegetal', 'frais', 'vegetal_vert', 'plante_aromatique']"
15149-10-7,['fleur_d_arbuste']
15174-47-7,"['medicinal', 'chimique', 'boise', 'phenole']"
15186-51-3,"['doux', 'sucre_cuit', 'empyreumatique', 'vegetal', 'frais', 'vegetal_vert', 'plante_aromatique', 'cuit']"
15323-35-0,"['musque', 'floral', 'boise', 'animal', 'balsamique']"
15352-77-9,"['citronne', 'vegetal', 'fruite', 'aldehyde', 'vegetal_vert', 'aldehyde_frais', 'gras']"
15356-74-8,"['fruit_a_pepins', 'fruit_a_noyau', 'lactone', 'fruit_rouge']"
15373-31-6,"['vegetal_sec', 'resineux', 'boise', 'chimique', 'bois', 'vegetal', 'frais', 'vegetal_vert', 'plante_aromatique', 'medicinal', 'phenole']"
15514-30-0,"['lactique', 'gras']"
15679-09-1,"['fruit_sec', 'oleagineux', 'fruite', 'vegetal', 'frais', 'vegetal_vert', 'gras']"
15679-12-6,"['chimique', 'fruit_sec', 'empyreumatique', 'torrefie', 'oleagineux', 'fruite', 'malte', 'vegetal', 'frais', 'vegetal_vert', 'gras', 'cuit']"
15679-13-7,"['cuit', 'fruit_sec', 'empyreumatique', 'vegetal', 'oleagineux', 'frais', 'vegetal_vert', 'gras', 'fermentaire']"
15679-19-3,"['soufre', 'cuit', 'chimique', 'fruit_sec', 'empyreumatique', 'oleagineux', 'fruite', 'vegetal', 'frais', 'vegetal_vert', 'gras', 'fermentaire']"
15706-73-7,"['sucre_cuit', 'doux', 'torrefie', 'alcool_de_fut', 'balsamique', 'fruit_a_noyau', 'frais', 'vegetal_vert', 'lactone', 'aldehyde_frais', 'plante_aromatique', 'boise', 'solvant', 'chimique', 'fruit_cuit', 'empyreumatique', 'boissons_alcoolisees', 'vegetal', 'malte', 'aldehyde', 'gras', 'cuit']"
15707-23-0,"['cuit', 'fruit_sec', 'empyreumatique', 'oleagineux', 'fruite', 'malte', 'gras', 'cereale', 'fermentaire']"
15707-24-1,"['soufre', 'vert_pyrazique', 'fruit_sec', 'legume', 'oleagineux', 'fruite', 'vegetal', 'racine', 'crucifere', 'gras', 'legume_vert', 'fermentaire']"
15707-34-3,"['empyreumatique', 'malte', 'pyrazique']"
15729-76-7,"['fruit_sec', 'empyreumatique', 'oleagineux', 'fruite', 'fermentaire', 'gras', 'cuit']"
15760-18-6,"['vegetal', 'fruite', 'aldehyde', 'fleur_d_arbuste', 'floral', 'vegetal_vert', 'aldehyde_frais', 'gras']"
15764-16-6,"['amande_amere', 'fruit_sec', 'boise', 'fruit_a_coque', 'oleagineux', 'fruite', 'balsamique', 'floral', 'produit_petrolier', 'gras', 'fruit_rouge']"
15848-49-4,"['fruit_exotique', 'fruit_a_pepins', 'fruit_a_noyau']"
15986-80-8,"['fruit_sec', 'oleagineux', 'fruite', 'vegetal', 'frais', 'vegetal_vert', 'gras']"
15986-81-9,"['frais', 'vegetal_vert', 'empyreumatique', 'vegetal']"
15987-00-5,"['vegetal_sec', 'terreux', 'boise', 'doux', 'bois', 'legume', 'vegetal', 'balsamique', 'frais', 'racine', 'vegetal_vert', 'lactone', 'plante_aromatique', 'epice', 'anise', 'coumarine']"
15987-02-7,"['fruit_sec', 'empyreumatique', 'oleagineux', 'fruite', 'gras']"
16128-68-0,"['empyreumatique', 'cuit']"
16197-92-5,"['fruit_a_pepins', 'fruit_a_noyau', 'fleur_d_arbre', 'fleur_d_arbuste', 'lactone']"
16251-77-7,"['fleur_du_jardin', 'vegetal', 'aldehyde', 'frais', 'floral', 'vegetal_vert', 'aldehyde_frais', 'gras']"
16356-11-9,"['fruite', 'vegetal_vert', 'aldehyde_frais', 'boise', 'legume_vert', 'cucurbitacee', 'vert_pyrazique', 'animal', 'bois', 'vegetal', 'peponide', 'aldehyde', 'poulailler']"
16400-72-9,"['fruit_exotique', 'lactique', 'vegetal_sec', 'boise', 'doux', 'fruit_sec', 'vegetal', 'fruite', 'balsamique', 'oleagineux', 'frais', 'coumarine']"
16409-43-1,"['chimique', 'fleur_du_jardin', 'vegetal', 'fruite', 'aldehyde', 'fleur_d_arbuste', 'menthe', 'vegetal_vert', 'medicinal', 'aldehyde_frais', 'gras', 'phenole']"
16409-45-3,"['vegetal_sec', 'vegetal', 'frais', 'vegetal_vert', 'plante_aromatique']"
16423-19-1,"['moisi', 'fermentaire']"
16424-55-8,['lactique']
16429-21-3,"['vegetal_vert', 'lactone', 'plante_aromatique', 'fruit_a_noyau', 'vegetal']"
16491-24-0,"['fruit_exotique', 'fruit_a_pepins', 'vegetal', 'frais', 'vegetal_vert']"
16491-25-1,"['chimique', 'boissons_alcoolisees', 'boisson_fermentee', 'floral', 'fermentaire']"
16491-36-4,"['fruit_a_pepins', 'lactique', 'chimique', 'boissons_alcoolisees', 'vegetal', 'boisson_fermentee', 'mineral', 'floral', 'metal', 'vegetal_vert', 'gras', 'fermentaire']"
16491-54-6,"['lactique', 'terreux', 'boise', 'moisi', 'fleur_du_jardin', 'vegetal', 'fleur_d_arbuste', 'mineral', 'vegetal_vert', 'metal', 'frais', 'gras', 'fermentaire']"
16493-80-4,['animal']
16509-46-9,"['frais', 'vegetal_vert', 'vegetal']"
16510-27-3,"['frais', 'vegetal_vert', 'plante_aromatique', 'aldehyde_frais', 'levure', 'chimique', 'boissons_alcoolisees', 'vegetal', 'malte', 'boisson_fermentee', 'aldehyde', 'gras', 'fermentaire']"
16587-71-6,"['chimique', 'fleur_du_jardin', 'vegetal', 'menthe', 'frais', 'floral', 'vegetal_vert', 'medicinal', 'phenole']"
16630-52-7,"['musque', 'animal', 'amine', 'vegetal', 'friture', 'frais', 'vegetal_vert', 'plante_aromatique', 'crucifere', 'gras']"
16630-55-0,"['soufre', 'lactique', 'terreux', 'boise', 'moisi', 'legume', 'vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'crucifere', 'aldehyde_frais', 'gras', 'fermentaire']"
16630-60-7,"['fruit_exotique', 'lactique', 'terreux', 'boise', 'moisi', 'fermentaire']"
16630-61-8,"['soufre', 'terreux', 'boise', 'alliace', 'moisi', 'legume', 'vegetal', 'frais', 'crucifere', 'vegetal_vert', 'fermentaire']"
16630-66-3,"['fruit_sec', 'empyreumatique', 'legume', 'oleagineux', 'vegetal', 'legumes_cuits', 'gras', 'pomme_de_terre']"
16839-97-7,"['soufre', 'crucifere', 'legume', 'vegetal']"
16930-93-1,"['chimique', 'boissons_alcoolisees', 'vegetal', 'boisson_fermentee', 'frais', 'floral', 'vegetal_vert', 'fermentaire']"
16930-96-4,"['lactique', 'chimique', 'fleur_du_jardin', 'vegetal', 'aldehyde', 'floral', 'vegetal_vert', 'aldehyde_frais', 'gras']"
16939-73-4,"['fruit_a_pepins', 'fruite']"
16957-70-3,['fruit_rouge']
17042-24-9,"['empyreumatique', 'cuit']"
17059-52-8,"['fruit_sec', 'moisi', 'fruit_a_coque', 'oleagineux', 'fruite', 'boise', 'gras', 'fermentaire']"
17102-64-6,"['vegetal', 'aldehyde', 'vegetal_vert', 'aldehyde_frais', 'gras']"
17114-82-8,['empyreumatique']
17164-95-3,"['vegetal', 'frais', 'vegetal_vert', 'plante_aromatique']"
17283-81-7,"['vegetal_sec', 'resineux', 'doux', 'bois', 'fleur_du_jardin', 'vegetal', 'fruite', 'balsamique', 'vegetal_vert', 'gras', 'fruit_rouge']"
17369-60-7,"['doux', 'sucre_cuit', 'empyreumatique', 'cuit']"
17369-61-8,"['lactique', 'doux', 'sucre_cuit', 'empyreumatique', 'cuit']"
17373-89-6,"['fleur_d_arbuste', 'floral']"
17488-65-2,"['fruit_a_pepins', 'boise']"
17511-60-3,"['vegetal', 'aldehyde', 'fleur_d_arbuste', 'frais', 'floral', 'vegetal_vert', 'plante_aromatique', 'aldehyde_frais', 'gras']"
17587-33-6,"['cucurbitacee', 'vegetal', 'peponide', 'fruite', 'aldehyde', 'vegetal_vert', 'aldehyde_frais']"
17597-95-4,"['vegetal_vert', 'vegetal']"
17618-94-9,"['frais', 'vegetal_vert', 'empyreumatique', 'vegetal']"
17619-36-2,"['lactique', 'alliace', 'empyreumatique', 'legume', 'vegetal', 'mineral', 'metal', 'vegetal_vert', 'fermentaire']"
17626-75-4,"['vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
17627-44-0,"['doux', 'boise']"
17699-14-8,"['vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
17909-77-2,"['vert_pyrazique', 'sucre_cuit', 'doux', 'empyreumatique', 'legume', 'vegetal', 'fruite', 'frais', 'floral', 'vegetal_vert', 'gras', 'legume_vert', 'cuit']"
28839-13-6,"['vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
17957-94-7,"['chimique', 'vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'plante_aromatique', 'medicinal', 'aldehyde_frais', 'gras', 'phenole']"
17990-16-8,"['animal', 'doux']"
18031-40-8,"['citronne', 'agrume', 'vegetal', 'fruite', 'vegetal_vert', 'plante_aromatique', 'aldehyde_frais', 'fruit_rouge']"
18060-79-2,"['soufre', 'terreux', 'legume', 'vegetal', 'racine', 'crucifere']"
18096-62-3,"['fleur_d_arbuste', 'floral']"
18114-49-3,"['lactique', 'sucre_cuit', 'boise', 'empyreumatique', 'balsamique', 'fermentaire', 'cuit']"
18127-01-0,['fleur_du_jardin']
18138-03-9,"['cereale_torrefiee', 'fruit_sec', 'empyreumatique', 'torrefie', 'oleagineux', 'fruite', 'malte', 'vegetal', 'frais', 'vegetal_vert', 'gras', 'cereale']"
18138-04-0,"['fruit_sec', 'friture', 'fruite', 'frais', 'vegetal_vert', 'fermentaire', 'empyreumatique', 'oleagineux', 'vegetal', 'malte', 'fruit_a_coque_torrefie', 'gras', 'cuit']"
18138-05-1,"['fruit_sec', 'empyreumatique', 'oleagineux', 'fruite', 'vegetal', 'frais', 'vegetal_vert', 'gras', 'cuit']"
18172-67-3,"['vegetal_sec', 'bois', 'vegetal', 'vegetal_vert', 'phenole']"
18189-02-1,"['doux', 'fleur_d_arbre', 'fruite', 'fleur_d_arbuste', 'mielle']"
18189-07-6,"['fruit_a_pepins', 'doux', 'fleur_d_arbre', 'fruite', 'mielle']"
18277-27-5,"['legume', 'vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras', 'legume_vert']"
18318-83-7,['fruit_a_pepins']
18358-53-7,"['resineux', 'boise', 'chimique', 'bois', 'vegetal', 'menthe', 'frais', 'vegetal_vert', 'medicinal', 'phenole']"
18362-97-5,['fruit_exotique']
18368-91-7,"['vegetal_sec', 'resineux', 'pin', 'legume', 'frais', 'vegetal_vert', 'plante_aromatique', 'boise', 'phenole', 'chimique', 'bois', 'vegetal', 'medicinal', 'fermentaire']"
18368-95-1,"['resineux', 'fruite', 'menthe', 'frais', 'vegetal_vert', 'plante_aromatique', 'aldehyde_frais', 'phenole', 'bois', 'vegetal', 'aldehyde', 'medicinal', 'gras']"
18374-76-0,"['resineux', 'epice', 'bois', 'vegetal']"
18383-49-8,"['vegetal', 'frais', 'vegetal_vert', 'plante_aromatique', 'anise']"
33204-74-9,"['vegetal', 'frais', 'vegetal_vert', 'plante_aromatique']"
18409-17-1,"['frais', 'vegetal_vert', 'vegetal']"
18409-18-2,"['chimique', 'doux', 'fleur_du_jardin', 'boissons_alcoolisees', 'empyreumatique', 'alcool_de_fut', 'balsamique', 'fleur_d_arbuste', 'floral', 'cuit']"
18409-20-6,"['lactique', 'legume', 'fruite', 'frais', 'vegetal_vert', 'aldehyde_frais', 'cucurbitacee', 'animal', 'empyreumatique', 'vegetal', 'peponide', 'aldehyde', 'graisse_animale', 'poulailler', 'cuit']"
18409-21-7,"['graisse_animale', 'peponide', 'animal']"
18433-93-7,"['boise', 'chimique', 'boissons_alcoolisees', 'alcool_de_fut', 'balsamique', 'frais', 'solvant', 'gras']"
18433-97-1,"['fruit_sec', 'oleagineux', 'fruite', 'gras']"
18433-98-2,"['frais', 'vegetal_vert', 'plante_aromatique', 'epice', 'anise', 'vegetal']"
18436-37-8,"['vegetal_sec', 'fruit_sec', 'balsamique', 'frais', 'vegetal_vert', 'lactone', 'aldehyde_frais', 'boise', 'fruit_exotique', 'vegetal', 'oleagineux', 'aldehyde', 'gras', 'coumarine']"
18450-01-6,"['frais', 'vegetal_vert', 'vegetal']"
18479-49-7,"['chimique', 'vegetal', 'fruite', 'menthe', 'frais', 'vegetal_vert', 'medicinal', 'phenole']"
18479-51-1,"['bois', 'vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras', 'fruit_noir']"
18479-54-4,"['fleur_du_jardin', 'fruite']"
18479-57-7,"['citronne', 'fleur_du_jardin', 'fruite']"
18479-58-8,"['citronne', 'vegetal', 'fruite', 'vegetal_vert', 'aldehyde_frais', 'gras']"
18479-68-0,"['vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
18485-38-6,"['frais', 'vegetal_vert', 'vegetal']"
18486-69-6,"['vegetal_sec', 'resineux', 'terreux', 'sucre_cuit', 'doux', 'fruite', 'frais', 'vegetal_vert', 'lactone', 'plante_aromatique', 'phenole', 'chimique', 'bois', 'fruit_cuit', 'empyreumatique', 'vegetal', 'foret', 'medicinal', 'coumarine', 'cuit']"
18492-65-4,"['fruit_a_pepins', 'cucurbitacee', 'amine', 'vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'fruit_rouge']"
18640-74-9,"['soufre', 'vegetal', 'fleur_d_arbuste', 'mineral', 'floral', 'moutarde', 'crucifere', 'metal', 'frais', 'vegetal_vert', 'fermentaire']"
18721-61-4,['vegetal']
18794-77-9,"['soufre', 'frais', 'vegetal_vert', 'empyreumatique', 'vegetal', 'cuit']"
18794-84-8,"['vegetal', 'fruite', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
18800-53-8,['empyreumatique']
18824-63-0,"['chimique', 'fleur_du_jardin', 'vegetal', 'fruite', 'vegetal_vert', 'plante_aromatique', 'epice']"
18829-55-5,"['vegetal_vert', 'vegetal']"
18829-56-6,"['cucurbitacee', 'legume', 'vegetal', 'fruite', 'peponide', 'frais', 'vegetal_vert', 'aldehyde_frais']"
18836-52-7,"['vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
18871-14-2,"['vegetal_sec', 'terreux', 'boise', 'moisi', 'vegetal', 'aldehyde', 'fleur_d_arbuste', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras', 'fermentaire']"
18881-04-4,"['boise', 'doux']"
18903-30-5,"['frais', 'vegetal_vert', 'empyreumatique', 'vegetal']"
18999-28-5,"['chimique', 'vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'solvant', 'gras']"
19009-56-4,"['boise', 'vegetal', 'fruite', 'vegetal_vert', 'aldehyde_frais']"
19041-15-7,['lactique']
19089-92-0,"['fruit_a_pepins', 'terreux', 'sucre_cuit', 'fruit_sec', 'fruit_a_coque', 'frais', 'racine', 'vegetal_vert', 'fermentaire', 'plante_aromatique', 'boise', 'soufre', 'moisi', 'empyreumatique', 'vegetal', 'oleagineux', 'crucifere', 'gras', 'cuit']"
19139-31-2,"['chimique', 'fleur_d_arbre', 'vegetal', 'aldehyde', 'vegetal_vert', 'aldehyde_frais', 'gras']"
19141-40-3,"['boise', 'doux', 'fleur_du_jardin', 'vegetal', 'fleur_d_arbuste', 'frais', 'vegetal_vert', 'mielle']"
19224-26-1,"['fruit_de_mer', 'poisson', 'doux', 'marin', 'amine', 'fleur_du_jardin', 'mineral', 'floral', 'frais', 'metal', 'medicinal', 'boise', 'solvant']"
19322-27-1,"['sucre_cuit', 'brule', 'torrefie', 'balsamique', 'frais', 'vegetal_vert', 'plante_aromatique', 'boise', 'anise', 'cereale', 'empyreumatique', 'vegetal', 'malte', 'cuit']"
19329-89-6,"['lactique', 'fruit_sec', 'gras', 'oleagineux']"
19342-01-9,"['chimique', 'amine']"
19396-72-6,"['cacao', 'lactique', 'doux', 'empyreumatique', 'torrefie', 'lacte', 'malte']"
19435-97-3,"['doux', 'vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'mielle', 'gras']"
19464-94-9,"['sucre_cuit', 'doux', 'fruit_cuit', 'empyreumatique', 'fruit_rouge', 'cuit']"
19700-21-1,['fermentaire']
19788-49-9,"['alliace', 'empyreumatique', 'legume', 'vegetal']"
19788-50-2,"['soufre', 'empyreumatique', 'torrefie', 'legume', 'fruit_a_coque_torrefie', 'vegetal', 'legumes_cuits', 'pomme_de_terre']"
19819-98-8,"['fleur_du_jardin', 'fleur_d_arbre', 'vegetal', 'fleur_d_arbuste', 'frais', 'vegetal_vert']"
19825-93-5,"['fleur_du_jardin', 'floral']"
19870-74-7,"['resineux', 'animal', 'bois', 'vegetal', 'vegetal_vert']"
19872-52-7,"['animal', 'empyreumatique', 'vegetal', 'frais', 'vegetal_vert', 'cuit']"
19894-97-4,"['resineux', 'doux', 'frais', 'vegetal_vert', 'plante_aromatique', 'phenole', 'chimique', 'bois', 'vegetal']"
19902-08-0,"['vegetal_sec', 'resineux', 'bois', 'vegetal', 'vegetal_vert', 'phenole']"
19912-62-0,"['doux', 'vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'mielle', 'gras']"
19961-52-5,"['soufre', 'chimique', 'empyreumatique', 'legume', 'vegetal', 'mineral', 'metal']"
20053-88-7,"['citronne', 'agrume', 'legume', 'vegetal', 'fruite', 'vegetal_vert', 'plante_aromatique', 'anise', 'legume_vert']"
20073-13-6,['fleur_d_arbuste']
20125-84-2,"['legume', 'vegetal', 'aldehyde', 'peponide', 'vegetal_vert', 'aldehyde_frais']"
20175-19-3,"['frais', 'vegetal_vert', 'vegetal']"
20184-89-8,"['cucurbitacee', 'legume', 'vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
20279-43-0,"['sucre_cuit', 'empyreumatique', 'cuit']"
20279-51-0,"['fruit_a_pepins', 'frais', 'vegetal_vert', 'vegetal']"
20279-53-2,"['floral', 'frais', 'vegetal_vert', 'fleur_du_jardin', 'vegetal']"
20286-45-7,"['vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras', 'fermentaire']"
20298-69-5,"['resineux', 'citronne', 'pin', 'agrume', 'menthe', 'frais', 'vegetal_vert', 'plante_aromatique', 'phenole', 'chimique', 'bois', 'vegetal', 'medicinal']"
20298-72-0,"['chimique', 'fleur_du_jardin', 'vegetal', 'menthe', 'vegetal_vert', 'medicinal', 'phenole']"
20307-83-9,"['vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
20307-84-0,"['vegetal', 'aldehyde', 'fleur_d_arbuste', 'frais', 'floral', 'vegetal_vert', 'aldehyde_frais', 'gras']"
20333-39-5,"['terreux', 'boise', 'moisi', 'vegetal', 'frais', 'vegetal_vert', 'champignon', 'fermentaire']"
20347-65-3,"['resineux', 'doux', 'pin', 'menthe', 'frais', 'vegetal_vert', 'aldehyde_frais', 'boise', 'phenole', 'chimique', 'bois', 'vegetal', 'aldehyde', 'medicinal', 'gras']"
20407-84-5,"['vegetal', 'fruite', 'mineral', 'frais', 'metal', 'vegetal_vert', 'plante_aromatique', 'aldehyde_frais', 'epice']"
20425-54-1,"['citronne', 'vegetal', 'fruite', 'frais', 'vegetal_vert', 'gras']"
20489-53-6,"['agrume', 'fruite']"
20582-85-8,"['alliace', 'vegetal', 'frais', 'crucifere', 'vegetal_vert']"
20662-84-4,"['fruit_sec', 'amine', 'fruite', 'boise', 'fruit_de_mer', 'soufre', 'moisi', 'empyreumatique', 'vegetal', 'oleagineux', 'crucifere', 'gras', 'fermentaire']"
20664-46-4,"['fruit_sec', 'fruit_a_coque', 'oleagineux', 'vegetal', 'frais', 'vegetal_vert']"
20665-85-4,"['cacao', 'lactique', 'sucre_cuit', 'boise', 'empyreumatique', 'torrefie', 'lacte', 'balsamique', 'malte', 'floral', 'fermentaire', 'gras', 'cuit']"
20702-77-6,"['vegetal_sec', 'terreux', 'boise', 'bois', 'legume', 'vegetal', 'balsamique', 'frais', 'racine', 'lactone', 'coumarine']"
20770-40-5,"['fleur_d_arbuste', 'floral', 'fleur_du_jardin']"
20777-49-5,"['resineux', 'boise', 'chimique', 'bois', 'vegetal', 'fleur_d_arbuste', 'frais', 'vegetal_vert', 'medicinal', 'plante_aromatique', 'epice', 'phenole', 'legume_vert']"
20780-48-7,"['citronne', 'vegetal', 'fruite', 'aldehyde', 'vegetal_vert', 'aldehyde_frais', 'gras']"
20780-49-8,"['fleur_d_arbuste', 'floral', 'mielle']"
20815-27-4,"['frais', 'vegetal_vert', 'fleur_du_jardin', 'vegetal']"
20834-59-7,"['frais', 'vegetal_vert', 'epice', 'fleur_du_jardin', 'vegetal']"
20859-10-3,"['vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
20920-83-6,"['boise', 'animal', 'empyreumatique', 'fume', 'balsamique', 'phenole']"
20921-04-4,"['lactique', 'boise', 'balsamique']"
20992-69-2,['empyreumatique']
21040-45-9,['boise']
21063-71-8,"['fruit_exotique', 'fruite']"
21112-37-8,"['vegetal_vert', 'terreux', 'vegetal']"
21188-58-9,['gras']
21188-61-4,"['frais', 'vegetal_vert', 'vegetal']"
21195-59-5,['empyreumatique']
21280-29-5,"['musque', 'boise', 'doux', 'balsamique']"
21284-22-0,"['vegetal_sec', 'vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
21593-77-1,['empyreumatique']
21653-20-3,"['chimique', 'vegetal', 'frais', 'vegetal_vert', 'plante_aromatique', 'medicinal', 'phenole']"
21661-97-2,"['cucurbitacee', 'legume', 'vegetal', 'fruite', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
21662-09-9,"['vegetal', 'vegetal_vert', 'epice', 'aldehyde_frais']"
21662-13-5,"['vegetal', 'peponide', 'fruite', 'frais', 'vegetal_vert', 'aldehyde_frais']"
21662-16-8,"['poulailler', 'animal', 'fruite']"
68084-04-8,"['fruite', 'chimique']"
21722-83-8,"['fruit_a_pepins', 'chimique', 'vegetal', 'fruite', 'fleur_d_arbuste', 'frais', 'vegetal_vert', 'plante_aromatique', 'fruit_rouge']"
21834-92-4,"['lactique', 'fruit_sec', 'torrefie', 'lacte', 'rance', 'frais', 'vegetal_vert', 'empyreumatique', 'oleagineux', 'vegetal', 'malte', 'mielle', 'beurre', 'gras']"
21835-00-7,"['doux', 'sucre_cuit', 'empyreumatique', 'cuit']"
21835-01-8,"['sucre_cuit', 'fruit_sec', 'alcool_de_fut', 'balsamique', 'frais', 'vegetal_vert', 'plante_aromatique', 'boise', 'anise', 'chimique', 'fruit_cuit', 'boissons_alcoolisees', 'empyreumatique', 'oleagineux', 'vegetal', 'gras', 'cuit']"
21944-83-2,"['cucurbitacee', 'legume', 'vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais']"
21944-98-9,"['vegetal_vert', 'gras', 'vegetal']"
21948-70-9,"['chimique', 'fruit_sec', 'oleagineux', 'fruite', 'frais', 'solvant', 'gras']"
21963-26-8,"['vegetal', 'frais', 'vegetal_vert', 'plante_aromatique']"
