smiles,new_descriptors_added
CCCCCC=CC=CCO,"['cooked', 'peponide', 'citrus', 'empyreumatic']"
CCC=CCCCCC=O,"['garden flower', 'fresh aldehydic', 'floral', 'vegetal', 'aldehydic', 'peponide', 'sweet', 'fruity', 'honeyed', 'green vegetal', 'cucurbitacea', 'citrus', 'fatty']"
CCC=CCC(=O)OC,"['garden flower', 'vegetal', 'honeyed', 'green vegetal', 'fruit with pip']"
CCC=CCCCCCO,"['fresh aldehydic', 'vegetal', 'aldehydic', 'peponide', 'sweet', 'honeyed', 'green vegetal', 'cucurbitacea']"
CCC=CCCC=O,"['vegetal', 'peponide', 'fruity', 'green vegetal', 'fresh']"
C=CC(C)=CCC(O)C(=C)C,"['chemical', 'vegetal', 'fresh', 'mint', 'fruity', 'phenolic', 'green vegetal', 'medicinal', 'citrus']"
CCC=CCCC=CCOC(C)=O,"['garden flower', 'vegetable', 'fresh aldehydic', 'floral', 'vegetal', 'aldehydic', 'fresh', 'peponide', 'oleaginous', 'fruity', 'green vegetal', 'cucurbitacea', 'fruit with pip', 'dried fruit']"
CCCCC=CCOC(C)=O,"['vegetal', 'fresh', 'green vegetal']"
CCCCCCCC=CCOC(C)=O,['citrus']
CC(=O)C=CCCC(C)C,"['cooked', 'vegetal', 'fresh', 'oleaginous', 'empyreumatic', 'dairy', 'green vegetal', 'dried fruit']"
CCCCCCC=CC(C)=O,"['floral', 'bush flower', 'vegetal', 'dairy', 'green vegetal', 'fruit with pip']"
CCC=CCCOC(=O)C(C)=O,"['vegetal', 'aldehydic', 'sweet', 'empyreumatic', 'dry vegetal', 'green vegetal', 'cooked sugar', 'fresh', 'tropical fruit', 'fresh aldehydic', 'cooked', 'peponide', 'cucurbitacea']"
CC=CC=CCOC(C)=O,"['floral', 'chemical', 'vegetal', 'alcoholic beverages', 'fermented drink', 'fermented', 'green vegetal', 'fruit with pip', 'tropical fruit', 'fatty']"
CCCC=CCCC(C)=O,['fermented']
C=C1CCCC(C)(C)C1C=CC(C)=O,"['vegetal', 'garden flower', 'green vegetal', 'fresh']"
CCC=CCCOC(=O)C(C)O,"['vegetal', 'peponide', 'green vegetal']"
CCC=CCC(OCC)OCC,"['vegetal', 'fruity', 'fruit with pip', 'fresh', 'green vegetal']"
CCCCCC=CC(=O)OCC,"['vegetal', 'fresh', 'stone fruit', 'green vegetal', 'fruit with pip']"
CCCC=CCCO,"['fresh aldehydic', 'vegetal', 'aldehydic', 'peponide', 'fruity', 'green vegetal']"
CCCCCC=CC(=O)OC,"['garden flower', 'floral', 'vegetal', 'peponide', 'fatty', 'empyreumatic', 'green vegetal', 'fruit with pip']"
C=CCOC(=O)C(C)=CC,"['vegetal', 'green vegetal', 'fresh']"
CCC=CC=O,"['vegetable', 'vegetal', 'fresh', 'green vegetal', 'fruit with pip', 'citrus']"
CCC=CCO,"['earthy', 'mineral', 'chemical', 'vegetal', 'metal', 'musty', 'green vegetal', 'fatty', 'red berry', 'cherry', 'solvent', 'fermented', 'woody', 'citrus']"
CCCCCCC=CCO,"['garden flower', 'fresh aldehydic', 'floral', 'vegetal', 'aldehydic', 'fresh', 'peponide', 'fruity', 'green vegetal', 'cucurbitacea']"
CCCCCCCCCCC=CCO,"['fruity', 'citrus']"
CCCCCCCCC=CCO,['bush flower']
CCC=CCCOC(=O)CC,"['vegetal', 'green vegetal', 'citrus', 'fruit with pip']"
CCC=CCCOC(=O)C(C)CC,"['vegetal', 'animal', 'green vegetal', 'fruit with pip', 'tropical fruit']"
CCCC=CCOC(=O)CCCCCCC,"['floral', 'chemical', 'vegetal', 'fresh', 'alcoholic beverages', 'fermented drink', 'fermented', 'green vegetal', 'fruit with pip', 'fatty']"
CCCC=CC(OCC)OCC,"['vegetal', 'aromatic plant', 'green vegetal', 'fruit with pip', 'fresh']"
CCC=CCCOC=O,"['fresh aldehydic', 'vegetal', 'aldehydic', 'peponide', 'green vegetal', 'fruit with pip', 'citrus', 'fatty']"
O=C1CCCCCC=CCCCCCCCCO1,['fermented']
CCC=CCC=CCCO,"['earthy', 'garden flower', 'floral', 'vegetal', 'aldehydic', 'musty', 'green vegetal', 'woody', 'fruit with pip', 'tropical fruit', 'fresh aldehydic', 'peponide', 'fermented', 'honeyed', 'cucurbitacea', 'amine']"
CC(C)=CCCC(C)=CC(C)O,"['floral', 'bush flower', 'vegetal', 'phenolic', 'wood', 'fruity', 'citrus', 'resinous', 'fresh']"
CCCCC(=O)OCC=C(C)CCC=C(C)C,"['bush flower', 'vegetal', 'dry vegetal', 'fruit with pip', 'tropical fruit']"
C=CC(C)(O)CCC=C(C)CCC=C(C)CCC=C(C)C,"['bush flower', 'woody']"
CC=CC(=O)CCCC,"['mineral', 'vegetal', 'root', 'metal', 'fresh', 'sulphur', 'musty', 'fermented', 'cruciferous', 'green vegetal', 'woody']"
CCC=C(C)C(=O)O,"['red berry', 'cooked', 'vegetal', 'animal', 'empyreumatic', 'green vegetal', 'cooked sugar', 'fresh']"
COC(=O)C=C(C)CCC=C(C)C,"['garden flower', 'vegetal', 'green vegetal', 'citrus', 'fresh']"
CC=CC(=O)C1C(C)C=CCC1(C)C,"['vegetal', 'bush flower', 'berry', 'dry vegetal', 'black fruit']"
C=CCCC(=O)C=CC1C(C)=CCCC1(C)C,"['garden flower', 'balsamic', 'vegetal', 'fresh', 'animal', 'phenolic', 'green vegetal']"
CC(C)=CCCC(C)=CCOC(=O)C(C)C,"['red berry', 'bush flower', 'lactone', 'peponide', 'stone fruit', 'vegetal', 'green vegetal', 'fruit with pip', 'citrus']"
CCCCCC(=O)OCC=C(C)CCC=C(C)C,"['garden flower', 'bush flower']"
CC=CC(=O)OCCCCCC,"['earthy', 'vegetal', 'sulphur', 'empyreumatic', 'cruciferous', 'aromatic plant', 'green vegetal', 'fruit with pip', 'cooked sugar', 'fatty', 'fresh', 'cooked', 'root']"
CC(C)=CCCC(C)=CCOC(=O)Cc1ccccc1,"['garden flower', 'bush flower', 'honeyed', 'woody']"
CC=CC(=O)C1=C(C)C=CCC1(C)C,"['red berry', 'bush flower', 'vegetal', 'stone fruit', 'dry vegetal', 'phenolic', 'wood', 'green vegetal', 'resinous', 'fruit with pip', 'fresh']"
CC=CC(=O)C1C(C)=CCCC1(C)C,"['mineral', 'bush flower', 'vegetal', 'metal', 'stone fruit', 'green vegetal', 'black fruit', 'fruit with pip', 'fresh']"
CC=C(C)C(=O)OCCC(C)C,"['garden flower', 'chemical', 'alcoholic beverages', 'fermented drink', 'fermented', 'fruit with pip']"
CC=CC(O)CCCC,"['red berry', 'fruit with pip', 'cherry']"
C=CC(C)(O)CC=CC(=C)C,"['fruit with pip', 'citrus']"
CCCCCC=CCC(=O)OC,"['vegetal', 'peponide', 'sweet', 'honeyed', 'green vegetal', 'fruit with pip', 'fresh']"
CCC=CC=CCO,"['vegetal', 'oleaginous', 'sweet', 'dairy', 'fermented', 'green vegetal', 'dried fruit', 'fresh']"
CCCCCCCC=CC=CC=O,"['fruity', 'cooked', 'citrus', 'empyreumatic']"
CCCCCCC=CC=CC=O,"['cooked', 'vegetal', 'fresh', 'empyreumatic', 'dairy', 'green vegetal', 'cooked sugar', 'citrus']"
CCC=CCCCO,"['fresh aldehydic', 'vegetal', 'aldehydic', 'green vegetal', 'amine']"
CCC=CCCOC(=O)Cc1ccccc1,"['vegetal', 'bush flower', 'peponide', 'honeyed', 'fruity', 'green vegetal', 'fresh']"
CCC=CCCOC(=O)c1ccccc1,"['vegetal', 'green vegetal']"
CC=C(C)C(=O)OCCC,"['garden flower', 'floral', 'chemical', 'bush flower', 'vegetal', 'alcoholic beverages', 'fermented drink', 'fermented', 'green vegetal', 'fruit with pip', 'fresh']"
CCC=CCCOC(C)OCCC=CCC,"['vegetal', 'fresh', 'green vegetal']"
CC=C(C)C(=O)OCC=C(C)CCC=C(C)C,['garden flower']
CC=C(C)C(=O)OCC(C)C,"['garden flower', 'floral', 'chemical', 'vegetal', 'alcoholic beverages', 'fermented drink', 'fermented', 'aromatic plant', 'green vegetal', 'fresh']"
CCCCCC=CCC1CCCC1=O,"['floral', 'bush flower', 'vegetal', 'stone fruit', 'peponide', 'dairy', 'green vegetal', 'fruit with pip', 'fresh']"
CCCC=CCOC(=O)Cc1ccccc1,"['balsamic', 'barrel aged alcohol', 'chemical', 'vegetal', 'sweet', 'alcoholic beverages', 'honeyed', 'green vegetal', 'woody', 'fresh']"
CCCCCC(=Cc1ccccc1)CO,"['bush flower', 'chemical', 'woody', 'phenolic', 'medicinal', 'fruit with pip']"
C=CC(C)=CCCC(C)(C)O,"['fruity', 'citrus']"
CC=C(C)C=CC=C(C)C,"['fruity', 'dried fruit', 'fatty', 'oleaginous']"
CCC=CCCC(OCC)OCC,"['fresh aldehydic', 'vegetal', 'aldehydic', 'fresh', 'dairy', 'green vegetal', 'cucurbitacea', 'fruit with pip', 'amine']"
O=C(C=Cc1ccccc1)OCCc1ccccc1,"['floral', 'bush flower', 'woody']"
CC(O)C=Cc1ccccc1,['woody']
CCCC=CC1OCC(C)O1,"['vegetal', 'fruit with pip', 'fresh', 'green vegetal']"
CC=CSC=CC,"['vegetable', 'vegetal', 'sulphur', 'alliaceous']"
CC(C)CC=C(C=O)c1ccccc1,"['malt', 'roasted', 'vegetal', 'fresh', 'empyreumatic', 'oleaginous', 'green vegetal', 'dried fruit', 'fatty']"
CCC(=O)C=CC1C(C)=CCCC1(C)C,"['vegetal', 'garden flower', 'dry vegetal', 'fatty']"
CCC=CCCOC(=O)c1ccccc1N,"['bush flower', 'vegetal', 'tree flower', 'honeyed', 'green vegetal', 'fruit with pip', 'fresh']"
CCC=C1OC(=O)c2ccccc21,"['vegetal', 'aromatic plant', 'green vegetal']"
CC(=O)C=CC1=C(C)CCC(C)C1(C)C,['garden flower']
CCC(=O)C=CC1=C(C)CCCC1(C)C,"['dairy', 'garden flower', 'dry vegetal', 'vegetal', 'fruity']"
CC=Cc1ccc(OCC)c(OC)c1,"['chemical', 'sweet', 'phenolic', 'woody', 'medicinal']"
CC(=O)C=CCC(C)C,"['vegetal', 'green vegetal', 'fatty']"
OCC(O)C(O)=Cc1ccccc1,"['fermented', 'red berry', 'cherry']"
CCCCCC=CCOC(C)=O,"['vegetal', 'peponide', 'green vegetal', 'fruit with pip']"
CCCC(=O)C(CC)Cc1ccccc1,"['vegetal', 'stone fruit', 'fatty', 'green vegetal']"
CC(=O)CCc1ccc(C)cc1,"['red berry', 'stone fruit']"
CC=Cc1ccc(OC=O)c(OC)c1,"['garden flower', 'floral', 'vegetal', 'chemical', 'spicy', 'phenolic', 'green vegetal', 'medicinal']"
CCC(C)CCCC(C)C=O,"['fresh aldehydic', 'floral', 'bush flower', 'aldehydic', 'peponide', 'vegetal', 'green vegetal', 'citrus', 'fatty']"
CCOC(CC(C)CCCC(C)(C)O)OCC,"['vegetal', 'garden flower', 'fresh', 'green vegetal']"
CCCCCCCCCOC(=O)CC(C)C,"['oleaginous', 'citrus', 'fruit with pip', 'dried fruit']"
CCOCC=C(C)C,"['fresh aldehydic', 'chemical', 'aldehydic', 'vegetal', 'fatty', 'solvent', 'sweet', 'phenolic', 'green vegetal', 'medicinal', 'fresh']"
CCCCCC(O)CCCC(=O)OCC(O)CO,"['balsamic', 'vegetal', 'stone fruit', 'oleaginous', 'sweet', 'dairy', 'dry vegetal', 'fruity', 'woody', 'dried fruit', 'fatty', 'coumarin']"
C=C(C)C(CO)CC=C(C)C,"['fruity', 'bush flower', 'citrus']"
CC1=C(O)C(=O)C(C)S1,"['cooked', 'empyreumatic']"
CCC=CCCOC(=O)C=Cc1ccccc1,"['vegetal', 'green vegetal', 'woody', 'sweet']"
CCC(=O)C=Cc1ccc(OC)cc1,"['red berry', 'balsamic', 'cooked', 'vegetal', 'lactone', 'floral', 'fatty', 'cherry', 'empyreumatic', 'dairy', 'dry vegetal', 'woody', 'cooked sugar', 'fresh']"
C=C1CCC(OC(C)=O)C(C)=CCC2C1CC2(C)C,"['balsamic', 'vegetal', 'sweet', 'wood', 'resinous']"
CC(=O)CC(=O)OCC=C(C)CCC=C(C)C,"['floral', 'chemical', 'bush flower', 'vegetal', 'alcoholic beverages', 'fermented drink', 'green vegetal', 'fruit with pip', 'fresh']"
CC=CC(=O)OCC=C(C)CCC=C(C)C,"['bush flower', 'cooked', 'empyreumatic', 'oleaginous', 'cooked sugar', 'dried fruit', 'fatty']"
CC=C(C)C(=O)OC(CC)CCCCC,"['vegetal', 'green vegetal', 'fresh']"
CC1COC(C=Cc2ccccc2)O1,"['chemical', 'phenolic', 'medicinal', 'woody']"
CCC=CCCC1CCC(=O)O1,"['balsamic', 'vegetal', 'lactone', 'oleaginous', 'dairy', 'dry vegetal', 'green vegetal', 'dried fruit', 'fresh', 'coumarin', 'stone fruit', 'woody']"
C=CC(C)=CCCC(C)(C)OC(C)=O,"['bush flower', 'vegetal', 'green vegetal', 'citrus', 'lemony', 'tropical fruit']"
CCCCCCC=CCOC(C)=O,"['vegetal', 'peponide', 'green vegetal', 'citrus', 'fresh']"
CCCCCCCC(=O)OCC=C(C)CCC=C(C)C,"['balsamic', 'barrel aged alcohol', 'chemical', 'bush flower', 'floral', 'alcoholic beverages', 'sweet', 'woody']"
CC=CCCC=CC=O,"['vegetal', 'green vegetal', 'fresh']"
CCC=CCCOC(=O)CC(C)=O,"['vegetal', 'fruity', 'fruit with pip', 'fresh', 'green vegetal']"
CC=CC(C)C(=O)OCCCCCC,"['vegetal', 'peponide', 'green vegetal', 'fruit with pip', 'fresh']"
CCCCC=CCCOC(=O)CC,"['vegetal', 'peponide', 'sweet', 'honeyed', 'green vegetal', 'fruit with pip', 'fresh']"
CC=C(C)C(=O)OCCC(C)CCC=C(C)C,"['garden flower', 'vegetal', 'bush flower', 'dry vegetal', 'green vegetal']"
CCCCCC=CCC=CC=CC=O,"['mineral', 'citrus', 'metal', 'amine']"
CCCCC(=O)OCc1ccc(OC)cc1,"['lactone', 'stone fruit']"
CCC(S)S,"['empyreumatic', 'vegetal', 'vegetable', 'sulphur', 'alliaceous']"
CCC(=O)C1=NCCS1,"['pyrazic', 'oleaginous', 'empyreumatic', 'fruity', 'dried fruit', 'fatty']"
CC1(C)C2CC=C(COC=O)C1C2,"['vegetal', 'fresh', 'phenolic', 'wood', 'resinous', 'fatty']"
CCC=CCC=CCCOC(C)=O,"['vegetable', 'fresh aldehydic', 'vegetal', 'aldehydic', 'peponide', 'green vegetal', 'cucurbitacea', 'fruit with pip', 'fatty']"
CCCCCCCC=CCCC=O,"['vegetal', 'fatty', 'amine', 'citrus', 'green vegetal']"
CCCCCC=CCCCCCCC=O,"['vegetal', 'citrus', 'green vegetal']"
CC=C(C)C(=O)OCCCCC,"['garden flower', 'bush flower', 'chemical', 'alcoholic beverages', 'fermented drink', 'fermented', 'fruit with pip']"
CC(S)C(C)CO,"['vegetable', 'cooked', 'vegetal', 'sulphur', 'animal', 'empyreumatic', 'green vegetal', 'fresh', 'alliaceous']"
CCCCCC=CCC=O,"['vegetable', 'fresh aldehydic', 'vegetal', 'aldehydic', 'fresh', 'green vegetal', 'cucurbitacea']"
CCCC(O)CCCC(=O)OCC,['tropical fruit']
CC(C)=CCC=C(C)CCOC(=O)CC(C)C,"['bush flower', 'floral', 'vegetal', 'fresh', 'peponide', 'green vegetal', 'fruit with pip', 'fatty']"
CCCCC=C1OC(=O)C(C)=C1C,"['vegetal', 'aromatic plant', 'green vegetal']"
CCCCCC(C=Cc1ccccc1)OC(C)=O,"['malt', 'roasted', 'bush flower', 'cocoa', 'chemical', 'woody', 'animal', 'empyreumatic', 'phenolic', 'medicinal']"
C=CC(C)(CCC=C(C)CC)OC(C)=O,"['bush flower', 'lemony', 'fruit with pip', 'citrus']"
COc1ccc(C=CC(=O)C(C)C)cc1,"['dairy', 'cooked', 'cooked sugar', 'fatty', 'sweet', 'empyreumatic']"
CCCOC(=O)C=Cc1ccco1,"['red berry', 'cooked', 'empyreumatic', 'honeyed', 'woody', 'fruit with pip', 'cooked sugar', 'citrus']"
CCC(C=O)=Cc1ccco1,"['balsamic', 'vegetal', 'chemical', 'lactone', 'oleaginous', 'sweet', 'empyreumatic', 'dry vegetal', 'fruity', 'medicinal', 'cooked sugar', 'dried fruit', 'fresh', 'fatty', 'tropical fruit', 'coumarin', 'cooked', 'animal', 'phenolic', 'woody']"
C=CCOC(=O)C=CC=CC,"['peponide', 'tropical fruit']"
CCCCCC(=Cc1ccccc1)COC=O,"['vegetal', 'fresh', 'dairy', 'green vegetal', 'woody', 'fatty']"
CCCCCC(=Cc1ccccc1)COC(=O)CC(C)C,"['vegetal', 'dry vegetal', 'fatty']"
CC1=CCC(C(C)(C)OC(=O)C=Cc2ccccc2)CC1,"['floral', 'chemical', 'alcoholic beverages', 'fermented drink', 'fermented', 'woody']"
CCCCC=C(C=O)CC,"['vegetal', 'oleaginous', 'fruity', 'green vegetal', 'dried fruit', 'fresh']"
CCCCCCCOC(=O)C=Cc1ccccc1,"['garden flower', 'vegetal', 'fresh', 'green vegetal']"
CCC=CCC1=C(C)C(=O)CC1,"['dairy', 'bush flower']"
CCCC=CC(=O)OCCCCCC,"['vegetal', 'green vegetal', 'fresh']"
CCC=CCCCC=O,"['vegetable', 'fresh aldehydic', 'vegetal', 'aldehydic', 'peponide', 'green vegetal', 'cucurbitacea', 'fatty']"
CCC=CCCOC(=O)CC=CCC,"['garden flower', 'vegetable', 'mineral', 'floral', 'vegetal', 'metal', 'peponide', 'green vegetal', 'fruit with pip', 'fresh']"
CC=CCCCCCCCC(=O)OC,"['balsamic', 'barrel aged alcohol', 'bush flower', 'chemical', 'vegetal', 'alcoholic beverages', 'sweet', 'fermented', 'green vegetal', 'woody', 'fresh']"
CCCCCC=CC=CC(=O)OC,"['fruit with pip', 'citrus', 'fresh']"
CCCC=CC(OC)OC,"['vegetal', 'fruit with pip', 'fresh', 'green vegetal']"
CCCCCCCC=CC=CCO,"['vegetal', 'green vegetal', 'fresh']"
C=C1C=CC(C(C)C)CCC(C)=CCC1,"['dry vegetal', 'vegetal']"
CC(C)=CCCC(C)=CCOCC=O,"['garden flower', 'vegetal', 'chemical', 'bush flower', 'green vegetal', 'fatty']"
CC=CC(=O)OCCC=CCC,"['mineral', 'vegetal', 'metal', 'green vegetal', 'fruit with pip']"
CCC=CCC1CCCC1=O,"['vegetal', 'sweet', 'oleaginous', 'dry vegetal', 'dried fruit', 'fatty', 'tropical fruit', 'fresh', 'stone fruit', 'woody']"
CCC=CCCC=CC(OCC)OCC,"['garden flower', 'vegetable', 'fresh aldehydic', 'floral', 'vegetal', 'aldehydic', 'peponide', 'fruity', 'green vegetal', 'cucurbitacea', 'fatty']"
CC(C)=CCCC(C)=CCOC(=O)c1ccccc1N,"['garden flower', 'honeyed', 'bush flower', 'sweet']"
CCCCCCOC(=O)C=Cc1ccccc1,"['woody', 'sweet']"
CC(C)=CCCC(C)=CCC1CCCC1=O,"['lactone', 'stone fruit']"
CC(=O)OC(C)C(C)=CC1C(C)=CCCC1(C)C,"['vegetal', 'garden flower', 'green vegetal']"
CCCC=CCOC(=O)c1ccccc1O,"['vegetal', 'green vegetal', 'sweet']"
CCC(C)C(=O)OCC=C(C)CCC=C(C)C,"['floral', 'bush flower', 'lactone', 'stone fruit', 'fruit with pip']"
CC=Cc1ccc(OCCCCC)c(OC)c1,"['chemical', 'vegetal', 'woody', 'dry vegetal', 'phenolic', 'medicinal']"
CCCCC=CCCCCC(=O)OCCC(C)C,"['chemical', 'bush flower', 'sweet', 'fermented drink', 'alcoholic beverages', 'fermented']"
CC=CC(=O)C1CCC(C)(C)C=C1C,"['vegetal', 'bush flower', 'stone fruit', 'dry vegetal', 'fruit with pip']"
CCC=CCC1CCCC(=O)O1,"['balsamic', 'floral', 'bush flower', 'vegetal', 'oleaginous', 'sweet', 'dry vegetal', 'dried fruit', 'fresh', 'coumarin', 'stone fruit', 'woody']"
CCCCCCCCCC=CCOC(C)=O,['citrus']
CCC=CCC=CC=CC=O,"['vegetal', 'fruity', 'citrus', 'green vegetal', 'amine', 'fresh']"
C=C1C=CCC(C)(C)C12CCC(C)O2,"['chemical', 'vegetal', 'alcoholic beverages', 'fermented drink', 'fermented', 'green vegetal', 'fresh']"
CCCCCCC1COC(=O)CO1,"['oleaginous', 'dairy', 'fruity', 'dried fruit']"
CC=CC=CCOC(=O)CCC,"['floral', 'chemical', 'vegetal', 'fatty', 'alcoholic beverages', 'fermented drink', 'fermented', 'green vegetal', 'fresh']"
CC(C)=CCCC(C)=CCCC(C)C=O,"['garden flower', 'vegetal', 'fatty', 'green vegetal']"
CCC=CCCCC(=O)OC,"['balsamic', 'vegetal', 'lactone', 'fresh', 'fatty', 'oleaginous', 'dry vegetal', 'green vegetal', 'dried fruit', 'coumarin']"
CC(C)C(=O)OCC(C)c1ccccc1,['woody']
CCCCC(C)CCC(=O)O,"['fermented', 'cooked', 'animal', 'empyreumatic']"
CCCCCC(C)CCC(=O)O,"['cooked', 'animal', 'empyreumatic']"
CCCC(=O)OCC(C)c1ccccc1,"['balsamic', 'barrel aged alcohol', 'chemical', 'lactone', 'stone fruit', 'alcoholic beverages']"
CCCCC1(CCCC)CCC(=O)O1,"['balsamic', 'vegetal', 'lactone', 'fresh', 'fatty', 'oleaginous', 'sweet', 'dairy', 'dry vegetal', 'fruity', 'woody', 'dried fruit', 'tropical fruit', 'coumarin']"
CCC(C)(S)CC(C)=O,"['berry', 'black fruit', 'cooked', 'empyreumatic']"
CCC(=O)CC(C)(C)S,"['lactone', 'stone fruit', 'berry', 'black fruit', 'fruit with pip', 'citrus']"
CC(C)C(=O)OC(C)(C)c1ccccc1,"['vegetal', 'lactone', 'stone fruit', 'green vegetal', 'fresh']"
CC1C(O)CC2(C(C)C)CC12,"['chemical', 'vegetal', 'green vegetal', 'mint', 'fruity', 'phenolic', 'citrus', 'medicinal', 'fresh']"
CCC=CCCC1CCCC(=O)O1,"['balsamic', 'bush flower', 'vegetal', 'lactone', 'oleaginous', 'dry vegetal', 'dried fruit', 'fresh', 'fatty', 'tropical fruit', 'coumarin', 'stone fruit', 'woody']"
CC1COC(C)(C(C)O)O1,['dairy']
CCCCC(S)CCOC,"['vegetal', 'green vegetal', 'berry', 'black fruit', 'fresh']"
CC(C)C(C=O)c1ccccc1,"['vegetal', 'green vegetal', 'fresh']"
CC1=CC(=O)CO1,"['cooked', 'empyreumatic', 'oleaginous', 'dairy', 'fruity', 'cooked sugar', 'dried fruit', 'fatty']"
CCCCCCCCCCc1ccco1,"['vegetal', 'green vegetal']"
CC(=O)C(C)Sc1ccoc1C,['empyreumatic']
CC(O)C(C)CS,"['vegetal', 'empyreumatic', 'vegetable', 'cooked', 'sulphur', 'alliaceous']"
CCC(C)CCCCC=O,"['vegetal', 'fruity', 'fresh', 'citrus', 'green vegetal']"
CC(C)=CCCC(C)CC(C)(C)O,"['fruity', 'citrus']"
COC(=O)CCSCc1ccco1,"['cooked', 'oleaginous', 'empyreumatic', 'dried fruit', 'fatty']"
CCOC(=O)SCc1ccco1,"['empyreumatic', 'roasted']"
CC(C)CCSSSCCC(C)C,"['vegetable', 'vegetal', 'sulphur', 'empyreumatic', 'alliaceous']"
CCCSSCc1ccco1,"['vegetable', 'cooked', 'vegetal', 'sulphur', 'empyreumatic']"
C=C(C)CCCC(C)CCOC(=O)CC(C)C,['bush flower']
c1cnc(CC2CCCCC2)cn1,"['malt', 'roasted', 'vegetal', 'fresh', 'oleaginous', 'empyreumatic', 'fermented', 'fruity', 'green vegetal', 'dried fruit', 'fatty']"
CC1OCCC(C)(C)S1,"['vegetal', 'fruity', 'green vegetal', 'fresh']"
CCC(C)CCCCCCC=O,"['vegetable', 'fresh aldehydic', 'floral', 'vegetal', 'bush flower', 'fruity', 'green vegetal', 'cucurbitacea', 'citrus', 'fatty']"
CSC(C)CC(=O)C1=C(C)CCCC1(C)C,"['malt', 'vegetal', 'dry vegetal', 'roasted', 'empyreumatic']"
CC1CC(S)C(C)O1,"['vegetable', 'cooked', 'vegetal', 'sulphur', 'empyreumatic', 'alliaceous']"
CC(C)CC1SSC(CC(C)C)S1,"['fruity', 'dried fruit', 'fatty', 'oleaginous', 'empyreumatic']"
C=CCCCC1CCCC(=O)O1,"['oleaginous', 'dairy', 'fruity', 'dried fruit', 'fatty']"
CSSc1ccccc1C,"['cooked', 'empyreumatic']"
CSCC(C=O)=CCC(C)C,"['vegetal', 'empyreumatic', 'vegetable', 'cooked', 'sulphur', 'alliaceous']"
CCCCOC(CCCC)OCCCC,"['chemical', 'vegetal', 'fatty', 'solvent', 'oleaginous', 'phenolic', 'fruity', 'green vegetal', 'medicinal', 'dried fruit', 'fresh']"
C=CCOC(=O)CC1CCCCC1,"['vegetal', 'lactone', 'stone fruit', 'green vegetal', 'tropical fruit', 'fresh']"
CC(=O)OCCCCC(C)C,"['vegetal', 'green vegetal', 'fresh']"
CCCOC(=O)C(C)S,"['vegetable', 'red berry', 'vegetal', 'empyreumatic']"
CCCCCC(CC)OC=O,"['vegetal', 'green vegetal', 'phenolic', 'wood', 'citrus', 'woody', 'resinous', 'fruit with pip', 'fresh']"
CSSCC(C)=O,"['vegetable', 'vegetal', 'sulphur', 'green vegetal', 'fresh', 'alliaceous']"
CC(C)C1CCC(C)(S)CC1=O,"['fruity', 'citrus']"
Cc1occc1SSSSc1ccoc1C,"['cooked', 'empyreumatic']"
CCCC1OCCC(C)S1,"['vegetable', 'vegetal', 'sulphur', 'fruit with pip', 'alliaceous']"
CCCCCC(=O)OCCCSC,"['vegetable', 'vegetal', 'sulphur', 'alliaceous']"
CSCCCOC(=O)CS,"['earthy', 'vegetal', 'sulphur', 'oleaginous', 'empyreumatic', 'dairy', 'fruity', 'cruciferous', 'dried fruit', 'vegetable', 'cooked', 'root']"
CC(C)CC1NC(CC(C)C)SC(CC(C)C)S1,"['malt', 'vegetable', 'cooked', 'cocoa', 'vegetal', 'sweet', 'empyreumatic', 'phenolic', 'smoked']"
CCCCCCOC(C)OCCC(C)C,"['chemical', 'vegetal', 'solvent', 'phenolic', 'green vegetal', 'medicinal', 'fruit with pip', 'fresh']"
CC(=O)c1cnc(C)c(C)n1,"['vegetal', 'fatty', 'oleaginous', 'empyreumatic', 'fruity', 'green vegetal', 'dried fruit', 'fresh']"
CCCSSSCC,"['vegetable', 'vegetal', 'sulphur', 'empyreumatic']"
CC(C)CC(=O)OCCC(C)(C)S,['fruit with pip']
C=CC=CC=CC=CCCC,"['vegetal', 'fresh', 'green vegetal']"
O=C1OC(C(O)CO)C(O)=C1O,"['fresh aldehydic', 'vegetal', 'aldehydic', 'fresh', 'fatty', 'green vegetal']"
CCCCCCOC(CCCCC)OCCC(C)C,"['balsamic', 'barrel aged alcohol', 'chemical', 'vegetal', 'fresh', 'alcoholic beverages', 'fruity', 'green vegetal', 'woody', 'fruit with pip', 'fatty']"
CCOC(=O)CCCCSC,"['vegetal', 'green vegetal', 'fresh']"
CCC1N=C(C)CS1,"['cooked', 'vegetal', 'lactone', 'stone fruit', 'oleaginous', 'empyreumatic', 'fruity', 'dried fruit', 'fatty']"
CC(C)CCOC(=O)CCCc1ccco1,"['dairy', 'cooked', 'cooked sugar', 'fatty', 'empyreumatic']"
CCCCCC=CCCOC(C)=O,"['vegetal', 'peponide', 'green vegetal', 'fruit with pip', 'citrus']"
CCCCCCCCCC(=O)OCc1ccco1,"['dairy', 'cooked', 'cooked sugar', 'sweet', 'empyreumatic']"
CCC(C)C=C(C=O)CSC,"['vegetal', 'empyreumatic', 'vegetable', 'cooked', 'sulphur', 'alliaceous']"
CCCCCC(O)CCCC(=O)OCC1COC(C)(C)O1,"['lactone', 'stone fruit']"
Cc1occc1SSC1CCOC1C,"['cooked', 'empyreumatic']"
