smiles,new_descriptors_added
C=CCC=CCCC(=O)OCC,"['chemical', 'solvent', 'fresh', 'fruit with pip', 'tropical fruit']"
CCCCCC=CCCO,"['vegetable', 'fermented', 'fruity', 'musty', 'fresh aldehydic', 'vegetal', 'aldehydic', 'earthy', 'green vegetal', 'fatty', 'cucurbitacea', 'woody', 'peponide']"
CCCCCC=CCCCOC(C)=O,['bush flower']
CCCC=CCCCO,"['green vegetal', 'vegetal']"
CCCCCCCCCC=CCO,['fruity']
CCCC=CCOC=O,"['vegetal', 'balsamic', 'chemical', 'green vegetal', 'alcoholic beverages', 'fresh', 'barrel aged alcohol', 'woody', 'sweet']"
CCCC=CCOC(=O)CCCCC,"['vegetal', 'balsamic', 'chemical', 'fruit with pip', 'alcoholic beverages', 'dry vegetal', 'green vegetal', 'fresh', 'barrel aged alcohol', 'woody', 'sweet']"
CCCC=CCOC(=O)CCCC,"['green vegetal', 'fermented', 'floral', 'vegetal', 'fermented drink', 'chemical', 'balsamic', 'fruit with pip', 'alcoholic beverages', 'fresh', 'tropical fruit', 'barrel aged alcohol', 'woody', 'sweet']"
CCC=CCCOC(=O)CCCC,"['dairy', 'vegetal', 'fruit with pip', 'fatty', 'green vegetal', 'tropical fruit']"
CC(C)=CCCC(C)=CCOC(=O)c1ccccc1,"['bush flower', 'woody']"
COc1cc(C=CC(C)=O)ccc1O,"['floral', 'dairy', 'woody']"
COc1ccc(C=C(C)C=O)cc1,"['chemical', 'phenolic', 'woody', 'medicinal']"
CCC=CCC(=O)O,"['animal', 'fermented', 'fresh aldehydic', 'vegetal', 'aldehydic', 'honeyed', 'green vegetal', 'fresh', 'fatty', 'peponide', 'sweet']"
CCCC(=O)OCC=Cc1ccccc1,"['fermented', 'fermented drink', 'chemical', 'phenolic', 'alcoholic beverages', 'spicy', 'barrel aged alcohol', 'woody', 'sweet', 'medicinal']"
O=C1CCCCCCCC=CCCCCCCO1,"['animal', 'musky']"
COC(=O)C=Cc1ccco1,"['red berry', 'chemical', 'phenolic', 'woody', 'medicinal']"
CCC(=O)OCC=Cc1ccccc1,"['vegetal', 'red berry', 'fruit with pip', 'bush flower', 'green vegetal', 'fresh', 'woody']"
CC(C)C(=O)OCC=Cc1ccccc1,"['nutty', 'dried fruit', 'chemical', 'bitter almond', 'phenolic', 'fatty', 'fruit with pip', 'tropical fruit', 'stone fruit', 'woody', 'oleaginous', 'medicinal']"
CCC(=O)OCC=C(C)CCC=C(C)C,"['vegetal', 'honeyed', 'fruit with pip', 'green vegetal', 'fresh', 'garden flower', 'bush flower']"
CC(C)CC(=O)OCC=Cc1ccccc1,"['vegetal', 'red berry', 'fermented drink', 'chemical', 'green vegetal', 'alcoholic beverages', 'fresh', 'bush flower', 'fruit with pip', 'peponide']"
C=CC(C)(CCC=C(C)C)OC(=O)C=Cc1ccccc1,"['garden flower', 'woody']"
CCCCCC(=O)OCC=Cc1ccccc1,"['green vegetal', 'fresh', 'vegetal', 'woody']"
CC=C(C)C(=O)OC,"['chemical', 'balsamic', 'solvent', 'fresh', 'alcoholic beverages', 'barrel aged alcohol', 'woody', 'sweet']"
CC=C(C)C(=O)OCCc1ccccc1,"['vegetal', 'green vegetal', 'fatty', 'fresh', 'bush flower', 'garden flower']"
O=C(C=Cc1ccccc1)OC1CCCCC1,"['spicy', 'bitter almond', 'oleaginous', 'lactone', 'nutty', 'dried fruit', 'red berry', 'chemical', 'phenolic', 'fatty', 'stone fruit', 'woody', 'medicinal']"
C=Cc1sc(C)nc1C,"['empyreumatic', 'fruity', 'dried fruit', 'roasted', 'fatty', 'malt', 'oleaginous']"
CCC(C)C1N=C(C)C(C)S1,"['oleaginous', 'empyreumatic', 'fruity', 'dairy', 'vegetal', 'dried fruit', 'cocoa', 'fatty', 'malt', 'milky', 'sweet']"
CC(=CC(C)C)C(=O)O,"['honeyed', 'fermented', 'dairy', 'sweet']"
CC(=O)c1ccnc(C)n1,"['oleaginous', 'empyreumatic', 'fruity', 'cooked', 'dried fruit', 'fatty', 'cooked sugar', 'sweet']"
CCCCCC=C(C)C=O,"['green vegetal', 'fresh', 'vegetal']"
CCOC(=O)C1OC1(C)c1ccc(C)cc1,"['oleaginous', 'nutty', 'dried fruit', 'vegetal', 'red berry', 'balsamic', 'bitter almond', 'green vegetal', 'fresh', 'fatty', 'woody']"
CCCCCC=CCCC(=O)OCC,"['red berry', 'vegetal', 'balsamic', 'chemical', 'fruit with pip', 'alcoholic beverages', 'green vegetal', 'fresh', 'tropical fruit', 'barrel aged alcohol', 'stone fruit', 'woody', 'sweet', 'lactone']"
CCC1N=C(C)C(C)S1,"['oleaginous', 'fermented', 'empyreumatic', 'stone fruit', 'fruity', 'dairy', 'vegetal', 'dried fruit', 'roasted', 'fatty', 'malt', 'milky', 'sweet', 'lactone']"
CC=CC(=O)C(C)CC,"['oleaginous', 'empyreumatic', 'fruity', 'dairy', 'dried fruit', 'cocoa', 'metal', 'mineral', 'malt', 'milky']"
CCCCCC=CCOC(=O)CCC,"['fatty', 'dairy']"
CCC=CCC(=O)OCC,"['fermented', 'dairy', 'vegetal', 'mineral', 'honeyed', 'metal', 'fruit with pip', 'green vegetal', 'tropical fruit']"
CC(C)CC=C(C=O)C(C)C,"['vegetable', 'empyreumatic', 'floral', 'vegetal', 'roasted', 'green vegetal', 'fresh', 'bush flower', 'malt']"
CCC=CCCCCCC=O,"['vegetable', 'fruity', 'fresh aldehydic', 'vegetal', 'green vegetal', 'fresh', 'fatty', 'cucurbitacea']"
CCCCCC=CC=CCO,['peponide']
CCC=CCCCCC=O,"['fruity', 'fresh aldehydic', 'floral', 'vegetal', 'aldehydic', 'honeyed', 'green vegetal', 'fatty', 'garden flower', 'cucurbitacea', 'peponide', 'sweet']"
CCC=CCC(=O)OC,"['vegetal', 'honeyed', 'fruit with pip', 'green vegetal', 'garden flower', 'tropical fruit']"
CCC=CCCCCCO,"['fresh aldehydic', 'vegetal', 'aldehydic', 'honeyed', 'green vegetal', 'cucurbitacea', 'peponide', 'sweet']"
CCC=CCCC=O,"['fruity', 'vegetal', 'green vegetal', 'fresh', 'peponide']"
C=CC(C)=CCC(O)C(=C)C,"['fruity', 'vegetal', 'lemony', 'mint', 'citrus', 'chemical', 'phenolic', 'green vegetal', 'fresh', 'medicinal']"
CCC=CCCC=CCOC(C)=O,"['fresh aldehydic', 'aldehydic', 'green vegetal', 'cucurbitacea', 'oleaginous', 'vegetable', 'fruity', 'floral', 'vegetal', 'dried fruit', 'fruit with pip', 'fresh', 'garden flower', 'peponide']"
CCCCC=CCOC(C)=O,"['green vegetal', 'fresh', 'tropical fruit', 'vegetal']"
CC(=O)C=CCCC(C)C,"['dairy', 'vegetal', 'dried fruit', 'green vegetal', 'fresh', 'oleaginous']"
CCCCCCC=CC(C)=O,"['dairy', 'vegetal', 'fruit with pip', 'green vegetal']"
CCC=CCCOC(=O)C(C)=O,"['fresh aldehydic', 'cooked', 'aldehydic', 'green vegetal', 'cucurbitacea', 'cooked sugar', 'empyreumatic', 'vegetal', 'dry vegetal', 'fresh', 'tropical fruit', 'peponide', 'sweet']"
CC=CC=CCOC(C)=O,"['fermented', 'floral', 'vegetal', 'fermented drink', 'chemical', 'fruit with pip', 'alcoholic beverages', 'fatty', 'green vegetal', 'tropical fruit']"
CCCC=CCCC(C)=O,['fermented']
C=C1CCCC(C)(C)C1C=CC(C)=O,"['green vegetal', 'fresh', 'garden flower', 'vegetal']"
CCC=CCCOC(=O)C(C)O,"['green vegetal', 'vegetal', 'peponide']"
CCC=CCC(OCC)OCC,"['green vegetal', 'fresh', 'fruit with pip', 'fruity', 'vegetal']"
CCCCCC=CC(=O)OCC,"['vegetal', 'fruit with pip', 'green vegetal', 'fresh', 'tropical fruit', 'stone fruit']"
CCCC=CCCO,"['fruity', 'fresh aldehydic', 'vegetal', 'aldehydic', 'green vegetal', 'peponide']"
CCCCCC=CC(=O)OC,"['empyreumatic', 'floral', 'vegetal', 'fruit with pip', 'fatty', 'green vegetal', 'garden flower', 'peponide']"
C=CCOC(=O)C(C)=CC,"['green vegetal', 'fresh', 'vegetal']"
CCC=CC=O,"['vegetable', 'vegetal', 'citrus', 'green vegetal', 'fresh', 'fruit with pip']"
CCC=CCO,"['fermented', 'musty', 'vegetal', 'red berry', 'earthy', 'mineral', 'chemical', 'metal', 'solvent', 'green vegetal', 'fatty', 'woody']"
CCCCCCC=CCO,"['fruity', 'fresh aldehydic', 'floral', 'vegetal', 'aldehydic', 'green vegetal', 'fresh', 'garden flower', 'cucurbitacea', 'peponide']"
CCCCCCCCCCC=CCO,['fruity']
CCCCCCCCC=CCO,['bush flower']
CCC=CCCOC(=O)CC,"['vegetal', 'fruit with pip', 'green vegetal']"
CCC=CCCOC(=O)C(C)CC,"['animal', 'vegetal', 'fruit with pip', 'green vegetal', 'tropical fruit']"
CCCC=CCOC(=O)CCCCCCC,"['fermented', 'floral', 'vegetal', 'fermented drink', 'chemical', 'fruit with pip', 'alcoholic beverages', 'fatty', 'green vegetal', 'fresh']"
CCCC=CC(OCC)OCC,"['green vegetal', 'fresh', 'aromatic plant', 'fruit with pip', 'vegetal']"
CCC=CCCOC=O,"['fresh aldehydic', 'vegetal', 'aldehydic', 'green vegetal', 'fatty', 'fruit with pip', 'peponide']"
O=C1CCCCCC=CCCCCCCCCO1,"['musky', 'fermented']"
CCC=CCC=CCCO,"['fresh aldehydic', 'aldehydic', 'honeyed', 'green vegetal', 'cucurbitacea', 'earthy', 'fermented', 'musty', 'floral', 'vegetal', 'fruit with pip', 'garden flower', 'tropical fruit', 'woody', 'peponide']"
CC(C)=CCCC(C)=CC(C)O,"['wood', 'fruity', 'floral', 'lemony', 'vegetal', 'phenolic', 'fresh', 'bush flower', 'resinous']"
CCCCC(=O)OCC=C(C)CCC=C(C)C,"['vegetal', 'dry vegetal', 'bush flower', 'fruit with pip', 'tropical fruit']"
C=CC(C)(O)CCC=C(C)CCC=C(C)CCC=C(C)C,"['bush flower', 'woody']"
CC=CC(=O)CCCC,"['sulphur', 'fermented', 'musty', 'cruciferous', 'vegetal', 'mineral', 'metal', 'green vegetal', 'fresh', 'tropical fruit', 'root', 'woody']"
CCC=C(C)C(=O)O,"['animal', 'empyreumatic', 'cooked', 'red berry', 'vegetal', 'green vegetal', 'fresh', 'cooked sugar']"
COC(=O)C=C(C)CCC=C(C)C,"['green vegetal', 'fresh', 'garden flower', 'vegetal']"
CC=CC(=O)C1C(C)C=CCC1(C)C,"['vegetal', 'berry', 'green vegetal', 'bush flower', 'fresh', 'aromatic plant', 'dry vegetal', 'black fruit']"
C=CCCC(=O)C=CC1C(C)=CCCC1(C)C,"['animal', 'vegetal', 'balsamic', 'phenolic', 'green vegetal', 'fresh', 'garden flower', 'tropical fruit']"
CC(C)=CCCC(C)=CCOC(=O)C(C)C,"['red berry', 'vegetal', 'fruit with pip', 'green vegetal', 'bush flower', 'stone fruit', 'peponide', 'lactone']"
CCCCCC(=O)OCC=C(C)CCC=C(C)C,"['bush flower', 'garden flower', 'tropical fruit']"
CC=CC(=O)OCCCCCC,"['cooked', 'green vegetal', 'aromatic plant', 'root', 'sulphur', 'earthy', 'cooked sugar', 'empyreumatic', 'cruciferous', 'vegetal', 'fruit with pip', 'fatty', 'fresh', 'tropical fruit']"
CC(C)=CCCC(C)=CCOC(=O)Cc1ccccc1,"['honeyed', 'bush flower', 'garden flower', 'woody']"
CC=CC(=O)C1=C(C)C=CCC1(C)C,"['wood', 'vegetal', 'red berry', 'phenolic', 'fruit with pip', 'dry vegetal', 'fresh', 'green vegetal', 'resinous', 'bush flower', 'stone fruit']"
CC=CC(=O)C1C(C)=CCCC1(C)C,"['vegetal', 'mineral', 'metal', 'green vegetal', 'bush flower', 'fresh', 'aromatic plant', 'fruit with pip', 'stone fruit', 'black fruit']"
CC=C(C)C(=O)OCCC(C)C,"['fermented', 'fermented drink', 'chemical', 'fruit with pip', 'alcoholic beverages', 'garden flower']"
CC=CC(O)CCCC,"['fruit with pip', 'red berry']"
C=CC(C)(O)CC=CC(=C)C,['fruit with pip']
CCCCCC=CCC(=O)OC,"['vegetal', 'honeyed', 'fruit with pip', 'green vegetal', 'fresh', 'peponide', 'sweet']"
CCC=CC=CCO,"['fermented', 'dairy', 'vegetal', 'dried fruit', 'sweet', 'bitter almond', 'green vegetal', 'fresh', 'oleaginous']"
CCCCCCCC=CC=CC=O,['fruity']
CCCCCCC=CC=CC=O,"['empyreumatic', 'cooked', 'dairy', 'vegetal', 'green vegetal', 'fresh', 'cooked sugar']"
CCC=CCCCO,"['fresh aldehydic', 'vegetal', 'aldehydic', 'green vegetal']"
CCC=CCCOC(=O)Cc1ccccc1,"['fruity', 'vegetal', 'honeyed', 'green vegetal', 'fresh', 'bush flower', 'peponide']"
CCC=CCCOC(=O)c1ccccc1,"['green vegetal', 'vegetal']"
CC=C(C)C(=O)OCCC,"['fermented', 'floral', 'vegetal', 'fermented drink', 'chemical', 'green vegetal', 'alcoholic beverages', 'bush flower', 'fresh', 'garden flower', 'aromatic plant', 'fruit with pip']"
CCC=CCCOC(C)OCCC=CCC,"['green vegetal', 'fresh', 'vegetal']"
CC=C(C)C(=O)OCC=C(C)CCC=C(C)C,['garden flower']
CC=C(C)C(=O)OCC(C)C,"['fermented', 'floral', 'vegetal', 'fermented drink', 'chemical', 'green vegetal', 'alcoholic beverages', 'aromatic plant', 'fresh', 'garden flower']"
CCCCCC=CCC1CCCC1=O,"['dairy', 'vegetal', 'green vegetal', 'fresh', 'fruit with pip', 'stone fruit', 'peponide']"
CCCC=CCOC(=O)Cc1ccccc1,"['vegetal', 'honeyed', 'balsamic', 'chemical', 'alcoholic beverages', 'green vegetal', 'fresh', 'barrel aged alcohol', 'woody', 'sweet']"
CCCCCC(=Cc1ccccc1)CO,"['chemical', 'phenolic', 'fruit with pip', 'woody', 'medicinal']"
C=CC(C)=CCCC(C)(C)O,"['fruity', 'lemony']"
CC=C(C)C=CC=C(C)C,"['fatty', 'fruity', 'dried fruit', 'oleaginous']"
CCC=CCCC(OCC)OCC,"['fresh aldehydic', 'dairy', 'vegetal', 'aldehydic', 'green vegetal', 'fresh', 'fruit with pip', 'cucurbitacea']"
O=C(C=Cc1ccccc1)OCCc1ccccc1,"['bush flower', 'floral', 'woody']"
CC(O)C=Cc1ccccc1,['woody']
CCCC=CC1OCC(C)O1,"['fruit with pip', 'green vegetal', 'fresh', 'vegetal']"
CC=CSC=CC,"['vegetable', 'vegetal', 'alliaceous', 'sulphur']"
CC(C)CC=C(C=O)c1ccccc1,"['oleaginous', 'empyreumatic', 'dairy', 'vegetal', 'dried fruit', 'roasted', 'green vegetal', 'fatty', 'fresh', 'malt', 'milky']"
CCC(=O)C=CC1C(C)=CCCC1(C)C,"['dry vegetal', 'fatty', 'garden flower', 'vegetal']"
CCC=CCCOC(=O)c1ccccc1N,"['fruit with pip', 'green vegetal', 'fresh', 'vegetal']"
CCC=C1OC(=O)c2ccccc21,"['green vegetal', 'aromatic plant', 'vegetal']"
CC(=O)C=CC1=C(C)CCC(C)C1(C)C,['garden flower']
CCC(=O)C=CC1=C(C)CCCC1(C)C,"['dry vegetal', 'garden flower', 'dairy', 'vegetal']"
CC=Cc1ccc(OCC)c(OC)c1,"['chemical', 'phenolic', 'woody', 'sweet', 'medicinal']"
CC(=O)C=CCC(C)C,"['green vegetal', 'fatty', 'vegetal']"
OCC(O)C(O)=Cc1ccccc1,"['fermented', 'nutty', 'dried fruit', 'red berry', 'bitter almond', 'fatty', 'oleaginous']"
CCCCCC=CCOC(C)=O,"['vegetal', 'fruit with pip', 'green vegetal', 'peponide']"
CCCC(=O)C(CC)Cc1ccccc1,"['vegetal', 'green vegetal', 'fatty', 'fresh', 'aromatic plant', 'stone fruit']"
CC(=O)CCc1ccc(C)cc1,"['red berry', 'stone fruit']"
CC=Cc1ccc(OC=O)c(OC)c1,"['floral', 'vegetal', 'spicy', 'chemical', 'phenolic', 'green vegetal', 'garden flower', 'medicinal']"
CCC(C)CCCC(C)C=O,"['fresh aldehydic', 'floral', 'vegetal', 'aldehydic', 'green vegetal', 'fatty', 'bush flower', 'peponide']"
CCOC(CC(C)CCCC(C)(C)O)OCC,"['green vegetal', 'fresh', 'garden flower', 'vegetal']"
CCCCCCCCCOC(=O)CC(C)C,"['dried fruit', 'fruit with pip', 'oleaginous']"
CCOCC=C(C)C,"['fresh aldehydic', 'vegetal', 'aldehydic', 'chemical', 'phenolic', 'green vegetal', 'fresh', 'fatty', 'solvent', 'sweet', 'medicinal']"
CCCCCC(O)CCCC(=O)OCC(O)CO,"['oleaginous', 'fruity', 'dairy', 'vegetal', 'coumarin', 'dried fruit', 'balsamic', 'dry vegetal', 'fatty', 'tropical fruit', 'stone fruit', 'woody', 'sweet']"
C=C(C)C(CO)CC=C(C)C,"['bush flower', 'fruity']"
CC1=C(O)C(=O)C(C)S1,['empyreumatic']
CCC=CCCOC(=O)C=Cc1ccccc1,"['green vegetal', 'vegetal', 'woody', 'sweet']"
CCC(=O)C=Cc1ccc(OC)cc1,"['cooked', 'dairy', 'bitter almond', 'cooked sugar', 'oleaginous', 'lactone', 'empyreumatic', 'nutty', 'dried fruit', 'vegetal', 'red berry', 'floral', 'balsamic', 'dry vegetal', 'fatty', 'fresh', 'woody']"
C=C1CCC(OC(C)=O)C(C)=CCC2C1CC2(C)C,"['wood', 'vegetal', 'balsamic', 'resinous', 'sweet']"
CC(=O)CC(=O)OCC=C(C)CCC=C(C)C,"['floral', 'vegetal', 'fermented drink', 'chemical', 'green vegetal', 'alcoholic beverages', 'fresh', 'bush flower', 'fruit with pip']"
CC=CC(=O)OCC=C(C)CCC=C(C)C,"['oleaginous', 'empyreumatic', 'cooked', 'dried fruit', 'bitter almond', 'bush flower', 'fatty', 'cooked sugar']"
CC=C(C)C(=O)OC(CC)CCCCC,"['green vegetal', 'fresh', 'vegetal']"
CC1COC(C=Cc2ccccc2)O1,"['chemical', 'phenolic', 'woody', 'medicinal']"
CCC=CCCC1CCC(=O)O1,"['dairy', 'green vegetal', 'oleaginous', 'lactone', 'dried fruit', 'vegetal', 'coumarin', 'balsamic', 'dry vegetal', 'fresh', 'tropical fruit', 'stone fruit', 'woody']"
C=CC(C)=CCCC(C)(C)OC(C)=O,"['lemony', 'vegetal', 'green vegetal', 'bush flower', 'tropical fruit']"
CCCCCCC=CCOC(C)=O,"['green vegetal', 'fresh', 'vegetal', 'peponide']"
CCCCCCCC(=O)OCC=C(C)CCC=C(C)C,"['floral', 'balsamic', 'chemical', 'alcoholic beverages', 'bush flower', 'barrel aged alcohol', 'woody', 'sweet']"
CC=CCCC=CC=O,"['green vegetal', 'fresh', 'vegetal']"
CCC=CCCOC(=O)CC(C)=O,"['green vegetal', 'fresh', 'fruit with pip', 'fruity', 'vegetal']"
CC=CC(C)C(=O)OCCCCCC,"['fruit with pip', 'green vegetal', 'fresh', 'vegetal', 'peponide']"
CCCCC=CCCOC(=O)CC,"['vegetal', 'honeyed', 'fruit with pip', 'green vegetal', 'fresh', 'peponide', 'sweet']"
CC=C(C)C(=O)OCCC(C)CCC=C(C)C,"['vegetal', 'green vegetal', 'bush flower', 'dry vegetal', 'garden flower']"
CCCCCC=CCC=CC=CC=O,"['metal', 'mineral']"
CCCCC(=O)OCc1ccc(OC)cc1,"['stone fruit', 'lactone']"
CCC(S)S,"['alliaceous', 'vegetable', 'empyreumatic', 'sulphur', 'vegetal']"
CCC(=O)C1=NCCS1,"['fatty', 'empyreumatic', 'pyrazic', 'fruity', 'dried fruit', 'oleaginous']"
CC1(C)C2CC=C(COC=O)C1C2,"['wood', 'vegetal', 'phenolic', 'fatty', 'fresh', 'resinous']"
CCC=CCC=CCCOC(C)=O,"['vegetable', 'fresh aldehydic', 'vegetal', 'aldehydic', 'green vegetal', 'fatty', 'fruit with pip', 'cucurbitacea', 'peponide']"
CCCCCCCC=CCCC=O,"['green vegetal', 'fatty', 'vegetal']"
CCCCCC=CCCCCCCC=O,"['green vegetal', 'vegetal']"
CC=C(C)C(=O)OCCCCC,"['fermented', 'fermented drink', 'chemical', 'fruit with pip', 'alcoholic beverages', 'garden flower']"
CC(S)C(C)CO,"['animal', 'vegetable', 'empyreumatic', 'vegetal', 'alliaceous', 'green vegetal', 'fresh', 'sulphur']"
CCCCCC=CCC=O,"['vegetable', 'fresh aldehydic', 'vegetal', 'aldehydic', 'green vegetal', 'fresh', 'cucurbitacea']"
CCCC(O)CCCC(=O)OCC,['tropical fruit']
CC(C)=CCC=C(C)CCOC(=O)CC(C)C,"['floral', 'vegetal', 'green vegetal', 'fatty', 'bush flower', 'fresh', 'fruit with pip', 'tropical fruit', 'peponide']"
CCCCC=C1OC(=O)C(C)=C1C,"['vegetal', 'green vegetal', 'fresh', 'aromatic plant']"
CCCCCC(C=Cc1ccccc1)OC(C)=O,"['animal', 'empyreumatic', 'dairy', 'cocoa', 'chemical', 'phenolic', 'roasted', 'malt', 'milky', 'woody', 'medicinal']"
C=CC(C)(CCC=C(C)CC)OC(C)=O,"['lemony', 'citrus', 'fruit with pip', 'bush flower']"
COc1ccc(C=CC(=O)C(C)C)cc1,"['empyreumatic', 'cooked', 'dairy', 'sweet', 'fatty', 'cooked sugar']"
CCCOC(=O)C=Cc1ccco1,"['empyreumatic', 'cooked', 'red berry', 'honeyed', 'fruit with pip', 'woody', 'cooked sugar']"
CCC(C=O)=Cc1ccco1,"['animal', 'cooked', 'cooked sugar', 'oleaginous', 'lactone', 'empyreumatic', 'fruity', 'dried fruit', 'vegetal', 'coumarin', 'chemical', 'phenolic', 'balsamic', 'dry vegetal', 'fresh', 'fatty', 'tropical fruit', 'woody', 'sweet', 'medicinal']"
C=CCOC(=O)C=CC=CC,"['tropical fruit', 'peponide']"
CCCCCC(=Cc1ccccc1)COC=O,"['dairy', 'vegetal', 'green vegetal', 'fatty', 'fresh', 'woody']"
CCCCCC(=Cc1ccccc1)COC(=O)CC(C)C,"['dry vegetal', 'fatty', 'vegetal']"
CC1=CCC(C(C)(C)OC(=O)C=Cc2ccccc2)CC1,"['fermented', 'floral', 'fermented drink', 'chemical', 'alcoholic beverages', 'woody']"
CCCCC=C(C=O)CC,"['fruity', 'dried fruit', 'vegetal', 'green vegetal', 'fresh', 'oleaginous']"
CCCCCCCOC(=O)C=Cc1ccccc1,"['green vegetal', 'fresh', 'garden flower', 'vegetal']"
CCC=CCC1=C(C)C(=O)CC1,['dairy']
CCCC=CC(=O)OCCCCCC,"['green vegetal', 'fresh', 'vegetal']"
CCC=CCCCC=O,"['vegetable', 'fresh aldehydic', 'vegetal', 'aldehydic', 'green vegetal', 'fatty', 'cucurbitacea', 'peponide']"
CCC=CCCOC(=O)CC=CCC,"['vegetable', 'floral', 'vegetal', 'mineral', 'metal', 'fruit with pip', 'green vegetal', 'fresh', 'garden flower', 'peponide']"
CC=CCCCCCCCC(=O)OC,"['fermented', 'vegetal', 'balsamic', 'chemical', 'green vegetal', 'alcoholic beverages', 'fresh', 'bush flower', 'barrel aged alcohol', 'woody', 'sweet']"
CCCCCC=CC=CC(=O)OC,"['lemony', 'citrus', 'fruit with pip', 'fresh']"
CCCC=CC(OC)OC,"['fruit with pip', 'green vegetal', 'fresh', 'vegetal']"
CCCCCCCC=CC=CCO,"['green vegetal', 'fresh', 'vegetal']"
C=C1C=CC(C(C)C)CCC(C)=CCC1,"['vegetal', 'dry vegetal', 'green vegetal', 'fresh', 'aromatic plant']"
CC(C)=CCCC(C)=CCOCC=O,"['vegetal', 'chemical', 'green vegetal', 'fatty', 'bush flower', 'garden flower']"
CC=CC(=O)OCCC=CCC,"['vegetal', 'mineral', 'metal', 'green vegetal', 'fruit with pip']"
CCC=CCC1CCCC1=O,"['oleaginous', 'dried fruit', 'vegetal', 'dry vegetal', 'fresh', 'fatty', 'tropical fruit', 'stone fruit', 'woody', 'sweet']"
CCC=CCCC=CC(OCC)OCC,"['vegetable', 'fruity', 'fresh aldehydic', 'floral', 'vegetal', 'aldehydic', 'green vegetal', 'fatty', 'garden flower', 'cucurbitacea', 'peponide']"
CC(C)=CCCC(C)=CCOC(=O)c1ccccc1N,"['honeyed', 'bush flower', 'garden flower', 'sweet']"
CCCCCCOC(=O)C=Cc1ccccc1,"['woody', 'sweet']"
CC(C)=CCCC(C)=CCC1CCCC1=O,"['stone fruit', 'lactone']"
CC(=O)OC(C)C(C)=CC1C(C)=CCCC1(C)C,"['green vegetal', 'garden flower', 'vegetal']"
CCCC=CCOC(=O)c1ccccc1O,"['green vegetal', 'vegetal', 'sweet']"
CCC(C)C(=O)OCC=C(C)CCC=C(C)C,"['fruit with pip', 'bush flower', 'floral', 'stone fruit', 'lactone']"
CC=Cc1ccc(OCCCCC)c(OC)c1,"['vegetal', 'chemical', 'phenolic', 'dry vegetal', 'woody', 'medicinal']"
CCCCC=CCCCCC(=O)OCCC(C)C,"['fermented', 'fermented drink', 'chemical', 'alcoholic beverages', 'bush flower', 'sweet']"
CC=CC(=O)C1CCC(C)(C)C=C1C,"['vegetal', 'dry vegetal', 'bush flower', 'fruit with pip', 'stone fruit']"
CCC=CCC1CCCC(=O)O1,"['oleaginous', 'vegetal', 'coumarin', 'dried fruit', 'balsamic', 'dry vegetal', 'fresh', 'tropical fruit', 'stone fruit', 'woody', 'sweet']"
CCC=CCC=CC=CC=O,"['green vegetal', 'fresh', 'fruity', 'vegetal']"
C=C1C=CCC(C)(C)C12CCC(C)O2,"['fermented', 'vegetal', 'fermented drink', 'chemical', 'green vegetal', 'alcoholic beverages', 'fresh']"
CCCCCCC1COC(=O)CO1,"['dried fruit', 'fruity', 'dairy', 'oleaginous']"
CC=CC=CCOC(=O)CCC,"['fermented', 'floral', 'vegetal', 'fermented drink', 'chemical', 'green vegetal', 'alcoholic beverages', 'fatty', 'fresh']"
CC(C)=CCCC(C)=CCCC(C)C=O,"['green vegetal', 'fatty', 'garden flower', 'vegetal']"
CCC=CCCCC(=O)OC,"['oleaginous', 'dried fruit', 'vegetal', 'coumarin', 'balsamic', 'green vegetal', 'fresh', 'dry vegetal', 'fatty', 'tropical fruit', 'lactone']"
CC(C)C(=O)OCC(C)c1ccccc1,"['tropical fruit', 'woody']"
CCCCC(C)CCC(=O)O,"['animal', 'fermented']"
CCCCCC(C)CCC(=O)O,['animal']
CCCC(=O)OCC(C)c1ccccc1,"['balsamic', 'chemical', 'alcoholic beverages', 'barrel aged alcohol', 'stone fruit', 'lactone']"
CCCCC1(CCCC)CCC(=O)O1,"['oleaginous', 'fruity', 'dried fruit', 'vegetal', 'coumarin', 'dairy', 'balsamic', 'dry vegetal', 'fresh', 'fatty', 'tropical fruit', 'woody', 'sweet', 'lactone']"
CCC(C)(S)CC(C)=O,"['berry', 'black fruit']"
CCC(=O)CC(C)(C)S,"['berry', 'fruit with pip', 'lactone', 'stone fruit', 'black fruit']"
CC(C)C(=O)OC(C)(C)c1ccccc1,"['vegetal', 'green vegetal', 'fresh', 'stone fruit', 'lactone']"
CC1C(O)CC2(C(C)C)CC12,"['fruity', 'vegetal', 'lemony', 'citrus', 'chemical', 'phenolic', 'green vegetal', 'fresh', 'aromatic plant', 'medicinal']"
CCC=CCCC1CCCC(=O)O1,"['oleaginous', 'vegetal', 'coumarin', 'dried fruit', 'balsamic', 'dry vegetal', 'fatty', 'fresh', 'tropical fruit', 'stone fruit', 'woody', 'lactone']"
CC1COC(C)(C(C)O)O1,['dairy']
CCCCC(S)CCOC,"['vegetal', 'berry', 'green vegetal', 'fresh', 'black fruit']"
CC(C)C(C=O)c1ccccc1,"['green vegetal', 'fresh', 'vegetal']"
CC1=CC(=O)CO1,"['oleaginous', 'empyreumatic', 'fruity', 'cooked', 'dairy', 'dried fruit', 'fatty', 'cooked sugar']"
